run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,speed_mps,leader_speed_mps,x_m,z_m,leader_x_m,leader_z_m,formation_size_mean_side_m,formation_size_mean_leader_to_followers_m,pos_error_m,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,formation_iou,formation_area_err,centroid_offset_m,per_boat_rms_m,fps
20260617_103123,5.009,0,Left,51,100.000000,0.000000,100.000000,0.000000,0.007462,0.021510,0.006976,2,0.000000,0.000000,0.104238,0.833307,0.011290,-0.059883,0.104238,0.048067,0.723708,0.314775,0.833307,0.723708,14.338462,13.744593,15.437723,-200.871964,-0.098501,-226.431671,30.019312,30.415580,1.119180,126.040721,96.619450,31.343752,0.124628,0,0.902454,0.131471,0.624109,0.848528,263.91
20260617_103123,5.009,0,Right,51,100.000000,0.000000,100.000000,0.000000,0.008958,0.036052,0.009355,2,0.000000,0.000000,0.117676,0.875769,-0.007124,-0.117676,0.081727,0.053404,0.661464,0.240163,0.875769,0.661464,13.853539,13.744593,-13.705734,-198.666687,-0.098501,-226.431671,30.019312,30.415580,0.952595,135.324129,79.198085,43.596545,0.159141,0,0.902454,0.131471,0.624109,0.848528,263.91
20260617_103123,10.022,0,Left,108,100.000000,0.000000,100.000000,0.000000,0.014771,0.030864,0.020477,6,0.000000,0.000000,0.295607,0.896967,0.017843,-0.073847,0.295607,0.057518,0.745797,0.276815,0.896967,0.745797,16.315519,15.610509,9.461988,-290.685852,-16.925325,-314.970062,31.305403,30.774288,5.866940,133.733902,60.198487,41.469996,0.155729,0,0.820286,12.434483,1.500905,4.219163,222.63
20260617_103123,10.022,0,Right,108,100.000000,0.000000,100.000000,0.000000,0.005272,0.022135,0.005668,4,0.000000,0.000000,0.117676,0.875769,0.014902,-0.117676,0.088578,0.043485,0.717293,0.240163,0.875769,0.717293,16.297122,15.610509,-22.898088,-289.986542,-16.925325,-314.970062,31.305403,30.774288,4.356949,133.283843,79.198085,38.265671,0.141693,0,0.820286,12.434483,1.500905,4.219163,222.63
20260617_103123,15.033,0,Left,163,100.000000,0.000000,100.000000,0.000000,0.010204,0.020947,0.014071,8,0.000000,0.000000,0.295607,0.899345,0.021065,-0.073847,0.295607,0.047353,0.788704,0.276815,0.899345,0.788704,17.569264,16.173839,-26.301136,-384.357758,-55.215443,-396.554718,28.936137,28.235692,2.996988,149.685627,60.198487,56.600748,0.173633,0,0.730558,36.322543,2.419785,3.335537,297.24
20260617_103123,15.033,0,Right,162,100.000000,0.000000,100.000000,0.000000,0.003988,0.017002,0.004489,5,0.000000,0.000000,0.117676,0.875769,0.022108,-0.117676,0.088578,0.041164,0.722368,0.240163,0.875769,0.722368,16.688735,16.167011,-53.781410,-371.505920,-55.215443,-396.554718,28.936137,28.235692,4.939178,128.549979,79.198085,32.550403,0.127813,0,0.730558,36.322543,2.419785,3.335537,297.24
20260617_103123,20.041,0,Left,216,100.000000,0.000000,100.000000,0.000000,0.008015,0.016287,0.010754,10,0.000000,0.000000,0.295607,0.899345,0.021001,-0.073847,0.295607,0.040838,0.793357,0.276815,0.899345,0.793357,18.038614,16.445268,-86.051262,-459.768097,-111.520912,-465.081299,26.354118,25.983401,4.082544,145.818175,60.198487,52.337737,0.162714,0,0.698642,89.331943,2.542538,3.332614,334.15
20260617_103123,20.041,0,Right,215,100.000000,0.000000,100.000000,0.000000,0.003366,0.015152,0.003892,7,0.000000,0.000000,0.117676,0.875769,0.021480,-0.117676,0.088578,0.035838,0.722869,0.240163,0.875769,0.722869,16.849633,16.441385,-104.645683,-440.059814,-111.520912,-465.081299,26.354118,25.983401,4.080660,125.950530,79.198085,29.467100,0.117240,0,0.698642,89.331943,2.542538,3.332614,334.15
20260617_103123,25.048,0,Left,275,100.000000,0.000000,100.000000,0.000000,0.006411,0.013076,0.008581,12,0.000000,0.000000,0.295607,0.899345,0.021998,-0.073847,0.295607,0.037580,0.791385,0.276815,0.899345,0.791385,18.204422,16.624358,-158.550476,-519.356323,-183.812744,-518.289856,26.184477,25.635397,4.789912,140.420708,60.198487,46.679269,0.149738,0,0.657031,93.730403,2.859280,3.677576,245.37
20260617_103123,25.048,0,Right,274,100.000000,0.000000,100.000000,0.000000,0.002905,0.013958,0.003391,9,0.000000,0.000000,0.117676,0.875769,0.021934,-0.117676,0.088578,0.033200,0.724240,0.240163,0.875769,0.724240,16.987005,16.621965,-171.558746,-495.374512,-183.812744,-518.289856,26.184477,25.635397,4.198863,124.617945,79.198085,27.816054,0.111947,0,0.657031,93.730403,2.859280,3.677576,245.37
20260617_103123,30.052,0,Left,331,100.000000,0.000000,100.000000,0.000000,0.005413,0.011124,0.007238,18,0.000000,0.000000,0.295607,0.899345,0.022645,-0.073847,0.295607,0.035590,0.789552,0.276815,0.899345,0.789552,18.297624,16.735285,-243.620300,-559.090820,-267.368835,-552.052063,25.593155,25.554201,5.276585,136.738618,60.198487,42.835518,0.140834,0,0.692769,106.618182,2.581811,3.724999,286.42
20260617_103123,30.052,0,Right,330,100.000000,0.000000,100.000000,0.000000,0.002769,0.013003,0.003308,11,0.000000,0.000000,0.117676,0.875769,0.024256,-0.117676,0.088578,0.033610,0.722581,0.240163,0.875769,0.722581,17.012821,16.733634,-248.326981,-533.854919,-267.368835,-552.052063,25.593155,25.554201,3.712750,123.680364,79.198085,26.681541,0.109758,0,0.692769,106.618182,2.581811,3.724999,286.42
20260617_103123,35.063,0,Left,390,100.000000,0.000000,100.000000,0.000000,0.004666,0.009620,0.006243,23,0.000000,0.000000,0.295607,0.899345,0.023059,-0.073847,0.295607,0.034046,0.787302,0.276815,0.899345,0.787302,18.342471,16.817693,-335.409088,-576.864258,-357.052063,-564.006592,25.444099,25.668036,4.858383,133.545682,60.198487,39.522484,0.132928,0,0.690653,109.725717,2.404509,3.669258,259.24
20260617_103123,35.063,0,Right,388,100.000000,0.000000,100.000000,0.000000,0.003759,0.014499,0.004982,13,0.000000,0.000000,0.200261,0.875769,0.024112,-0.200261,0.088578,0.035517,0.721008,0.240163,0.875769,0.721008,17.044948,16.815310,-333.851227,-551.916626,-357.412048,-564.008850,25.444099,25.668036,4.097130,123.176374,54.290843,26.922693,0.113870,0,0.690653,109.725717,2.404509,3.669258,259.24
20260617_103123,40.067,0,Left,449,100.000000,0.000000,100.000000,0.000000,0.004116,0.008495,0.005503,33,0.000000,0.000000,0.295607,0.899345,0.023457,-0.073847,0.295607,0.033001,0.785885,0.276815,0.899345,0.785885,18.379590,16.878444,-427.770752,-571.580811,-445.835663,-553.483765,25.691287,25.222466,4.472258,131.318373,60.198487,37.206639,0.127512,0,0.647135,104.587690,3.037454,3.983988,260.53
20260617_103123,40.067,0,Right,445,100.000000,0.000000,100.000000,0.000000,0.003462,0.013748,0.004661,14,0.000000,0.000000,0.200261,0.875769,0.022550,-0.200261,0.088578,0.032493,0.722847,0.240163,0.875769,0.722847,17.153892,16.874834,-422.268158,-545.526611,-445.835663,-553.483765,25.691287,25.222466,5.255033,122.516054,54.290843,26.043506,0.109647,0,0.647135,104.587690,3.037454,3.983988,260.53
