run_id,timestamp,elapsed_s,kalman_on_ratio,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,mean_distance,mean_speed_mps,max_speed_mps,min_distance,distance_error_mean,mean_formation_error,mean_formation_iou,std_formation_iou,mean_per_boat_rms_m,std_per_boat_rms_m,mean_centroid_offset_m,std_centroid_offset_m,near_miss_count,fps
20260720_140154,2026-07-20T14:05:17,202.091,1.000000,Left,474,100.000000,0.000000,100.000000,0.000000,0.011792,0.005906,0.020597,48,0.000000,0.000000,0.275584,0.913635,45.589719,18.452775,20.075563,33.173710,13.960164,0.155267,0.693856,0.099756,4.602618,1.793663,2.579360,1.447990,0,0.0
20260720_140154,2026-07-20T14:05:17,202.091,1.000000,Right,465,100.000000,0.000000,100.000000,0.000000,0.013859,0.016339,0.024398,44,0.000000,0.000000,0.307096,0.941114,98.066664,17.499185,20.100174,42.316190,35.956674,0.226453,0.693856,0.099756,4.602618,1.793663,2.579360,1.447990,0,0.0
20260720_140703,2026-07-20T14:09:58,174.435,1.000000,Left,1432,100.000000,0.000000,100.000000,0.000000,0.004218,0.003266,0.007064,94,0.000000,0.000000,0.170304,0.845832,41.171992,18.589204,20.006166,35.541649,9.542437,0.113264,0.730486,0.077969,3.259818,1.014900,1.897116,0.957447,0,0.0
20260720_140703,2026-07-20T14:09:58,174.435,1.000000,Right,1408,100.000000,0.000000,100.000000,0.000000,0.009969,0.013410,0.015854,111,0.000000,0.000000,0.266027,0.930435,84.900460,17.472305,20.092661,43.773852,22.268380,0.170050,0.730486,0.077969,3.259818,1.014900,1.897116,0.957447,0,0.0
20260721_023415,2026-07-21T02:35:58,102.689,1.000000,Left,1208,100.000000,0.000000,100.000000,0.000000,0.004061,0.003504,0.006713,67,0.000000,0.000000,0.298341,0.949593,52.385104,14.063207,20.103945,8.336113,30.141845,0.343372,0.555516,0.348987,8.975174,10.723616,6.308673,7.665198,306,0.0
20260721_023415,2026-07-21T02:35:58,102.689,1.000000,Right,1192,100.000000,0.000000,100.000000,0.000000,0.002499,0.009891,0.004819,38,0.000000,0.000000,0.254661,0.899894,75.154336,12.524807,20.049345,20.374913,25.335271,0.305757,0.555516,0.348987,8.975174,10.723616,6.308673,7.665198,237,0.0
20260721_024352,2026-07-21T02:47:17,203.989,1.000000,Left,2986,100.000000,0.000000,100.000000,0.770261,0.003282,0.009654,0.005516,155,0.000000,0.000000,0.219961,0.950000,94.626136,18.584310,20.111990,11.307101,64.125246,0.254862,0.553742,0.210768,12.498358,8.305913,6.113300,3.866360,79,0.0
20260721_024352,2026-07-21T02:47:17,203.989,1.000000,Right,2950,100.000000,0.000000,100.000000,0.000000,0.002002,0.009851,0.004016,97,0.000000,0.000000,0.147484,0.947107,91.481969,17.058847,20.107225,24.816359,21.307619,0.116853,0.553742,0.210768,12.498358,8.305913,6.113300,3.866360,7,0.0
20260721_030122,2026-07-21T03:01:40,16.621,1.000000,Left,152,100.000000,0.000000,100.000000,0.000000,0.009523,0.007639,0.014470,15,0.000000,0.000000,0.190963,0.920434,53.154638,15.088363,20.074070,19.458281,21.602427,0.190403,0.667250,0.162531,4.426327,2.018657,2.834898,1.775772,12,0.0
20260721_030122,2026-07-21T03:01:40,16.621,1.000000,Right,149,100.000000,0.000000,100.000000,0.000000,0.005043,0.008368,0.009513,6,0.000000,0.000000,0.110911,0.899999,108.639277,14.170618,20.062634,36.993193,39.528749,0.180248,0.667250,0.162531,4.426327,2.018657,2.834898,1.775772,0,0.0
20260721_135928,2026-07-21T14:00:52,83.266,1.000000,Left,1227,100.000000,0.000000,100.000000,1.222494,0.004562,0.014229,0.007821,81,0.000000,0.000000,0.290934,0.949136,110.015235,18.328009,20.110968,18.104227,78.760825,0.265868,0.199820,0.258473,39.464716,23.193872,24.722592,15.992013,44,0.0
20260721_135928,2026-07-21T14:00:52,83.266,1.000000,Right,1206,100.000000,0.000000,100.000000,0.331675,0.003335,0.016766,0.006237,65,0.000000,0.000000,0.234772,0.948499,308.528221,15.181151,20.110281,5.635478,55.713131,0.171618,0.199820,0.258473,39.464716,23.193872,24.722592,15.992013,23,0.0
20260721_152604,2026-07-21T15:27:45,99.898,1.000000,Left,1407,100.000000,0.000000,100.000000,2.061123,0.003750,0.012765,0.005768,99,0.000000,0.000000,0.203444,0.948133,98.860384,18.629825,20.110218,12.030329,67.784168,0.264626,0.230989,0.257717,33.100564,16.940917,20.842860,12.150961,33,0.0
20260721_152604,2026-07-21T15:27:45,99.898,1.000000,Right,1386,100.000000,0.000000,100.000000,0.432900,0.002367,0.018372,0.004422,71,0.000000,0.000000,0.134417,0.949948,257.026524,15.938751,20.111937,8.806957,60.207878,0.156765,0.230989,0.257717,33.100564,16.940917,20.842860,12.150961,29,0.0
20260721_152916,2026-07-21T15:33:26,249.420,1.000000,Left,3498,100.000000,0.000000,100.000000,1.543739,0.006336,0.017373,0.010631,289,0.000000,0.000000,0.579993,0.949261,66.943992,16.355301,20.111216,7.193246,40.385130,0.321620,0.245306,0.231457,31.043491,18.207192,19.487702,12.535636,485,0.0
20260721_152916,2026-07-21T15:33:26,249.420,1.000000,Right,3463,100.000000,0.000000,100.000000,0.721917,0.002588,0.012773,0.005395,172,0.000000,0.000000,0.233226,0.949767,264.279690,14.379724,20.111515,8.079289,128.419991,0.440877,0.245306,0.231457,31.043491,18.207192,19.487702,12.535636,66,0.0
20260721_153333,2026-07-21T15:35:27,113.562,1.000000,Left,1670,100.000000,0.000000,100.000000,1.556886,0.006064,0.011428,0.009974,108,0.000000,0.000000,0.295444,0.949699,105.618736,18.567543,20.111517,12.613751,74.825654,0.287206,0.272996,0.248114,25.850790,16.655416,16.921411,12.114554,75,0.0
20260721_153333,2026-07-21T15:35:27,113.562,1.000000,Right,1652,100.000000,0.000000,100.000000,0.242131,0.003438,0.012982,0.006588,99,0.000000,0.000000,0.194774,0.949160,189.092516,16.775236,20.110472,9.298694,108.143602,0.239845,0.272996,0.248114,25.850790,16.655416,16.921411,12.114554,50,0.0
20260721_153556,2026-07-21T15:39:06,190.015,1.000000,Left,2672,100.000000,0.000000,100.000000,1.347305,0.004264,0.013929,0.006926,182,0.000000,0.000000,0.237237,0.949984,96.154317,18.596495,20.111811,12.257625,64.865932,0.253325,0.262597,0.233602,27.661465,15.052731,17.643242,10.327907,45,0.0
20260721_153556,2026-07-21T15:39:06,190.015,1.000000,Right,2643,100.000000,0.000000,100.000000,1.021566,0.002924,0.016609,0.005674,144,0.000000,0.000000,0.206298,0.950000,217.326247,16.807240,20.111908,6.488714,81.416649,0.181317,0.262597,0.233602,27.661465,15.052731,17.643242,10.327907,52,0.0
