run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,speed_mps,leader_speed_mps,x_m,z_m,leader_x_m,leader_z_m,formation_size_mean_side_m,formation_size_mean_leader_to_followers_m,pos_error_m,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,formation_iou,formation_area_err,centroid_offset_m,per_boat_rms_m,fps
20260720_113519,5.020,1,Left,36,100.000000,0.000000,100.000000,0.000000,0.045720,0.018980,0.100241,4,0.000000,0.000000,0.607323,0.949988,0.154860,-0.317415,0.607323,0.323634,0.898234,0.360000,0.949988,0.898234,14.821130,15.229914,25.940956,-199.490845,-48.932632,-234.316391,90.520676,96.316582,53.594413,163.831526,100.620367,155.924137,0.576445,0,0.023945,2860.706993,48.420167,73.730663,100.34
20260720_113519,5.020,1,Right,36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107307,15.237377,-12.400000,-130.500000,-48.932632,-234.316391,90.520676,96.316582,115.914929,0.000000,0.000000,0.000000,0.000000,0,0.023945,2860.706993,48.420167,73.730663,100.34
20260720_113519,10.034,1,Left,68,73.529412,0.000000,73.529412,4.411765,0.035525,0.025291,0.106500,7,0.000000,0.000000,0.607323,0.949988,0.026752,-0.423307,0.607323,0.226568,0.662262,0.000000,0.949988,0.662262,13.225870,17.549957,-12.298785,-239.864151,-105.801750,-167.453217,109.357795,109.354593,94.804768,181.555947,100.620367,173.648558,0.565783,0,0.000000,4719.560244,65.965121,91.928914,242.87
20260720_113519,10.034,1,Right,68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100745,17.553908,-12.400000,-130.500000,-105.801750,-167.453217,109.357795,109.354593,127.925102,0.000000,0.000000,0.000000,0.000000,0,0.000000,4719.560244,65.965121,91.928914,242.87
20260720_113519,15.042,1,Left,77,64.935065,0.000000,64.935065,3.896104,0.031373,0.022335,0.106500,7,0.000000,0.000000,0.607323,0.949988,0.023626,-0.423307,0.607323,0.200086,0.584855,0.000000,0.949988,0.584855,11.695627,17.855027,-12.320960,-239.917862,-93.495697,-144.326874,105.697042,103.836618,109.389547,181.555947,100.620367,173.648558,0.565783,0,0.000000,4047.493915,67.074911,90.387702,177.85
20260720_113519,15.042,1,Right,77,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094721,17.858516,-12.400000,-130.500000,-93.495697,-144.326874,105.697042,103.836618,111.998826,0.000000,0.000000,0.000000,0.000000,0,0.000000,4047.493915,67.074911,90.387702,177.85
20260720_113519,20.043,1,Left,98,71.428571,0.000000,71.428571,3.061224,0.028503,0.027219,0.088988,9,0.000000,0.000000,0.607323,0.949988,0.014633,-0.423307,0.607323,0.170516,0.632779,0.000000,0.949988,0.632779,12.054491,17.100821,18.992165,-178.768188,-0.447531,-207.945435,57.000335,56.711242,5.065505,144.055051,30.682376,136.147662,0.511270,0,0.256335,537.416456,18.307930,29.288280,181.69
20260720_113519,20.043,1,Right,98,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.185554,17.105268,-12.400000,-130.500000,-0.447531,-207.945435,57.000335,56.711242,50.475249,0.000000,0.000000,0.000000,0.000000,0,0.256335,537.416456,18.307930,29.288280,181.69
20260720_113519,25.064,1,Left,125,77.600000,0.000000,77.600000,4.000000,0.032619,0.024826,0.088642,11,0.000000,0.000000,0.607323,0.949997,0.006761,-0.449779,0.607323,0.185154,0.694727,0.000000,0.949997,0.694727,13.785607,17.139525,3.742830,-274.905731,-18.977903,-297.602203,114.883886,99.673220,2.900748,119.957298,30.682376,112.049909,0.504879,0,0.136975,1433.983251,47.048796,79.834311,73.05
20260720_113519,25.064,1,Right,124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169225,17.141907,-12.400000,-130.500000,-18.977903,-297.602203,114.883886,99.673220,138.246653,0.000000,0.000000,0.000000,0.000000,0,0.136975,1433.983251,47.048796,79.834311,73.05
20260720_113519,30.079,1,Left,155,63.870968,0.000000,63.870968,4.516129,0.026468,0.023976,0.088491,11,0.000000,0.000000,0.607323,0.949997,0.005152,-0.449779,0.607323,0.149618,0.569980,0.000000,0.949997,0.569980,11.837826,17.166716,13.471938,-290.241730,-57.744106,-376.978607,174.888538,181.421162,85.537508,118.549890,30.682376,110.642501,0.502246,0,0.025341,6420.401176,100.913695,136.772073,209.36
20260720_113519,30.079,1,Right,154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.151463,17.168810,-12.400000,-130.500000,-57.744106,-376.978607,174.888538,181.421162,220.914314,0.000000,0.000000,0.000000,0.000000,0,0.025341,6420.401176,100.913695,136.772073,209.36
20260720_113519,35.092,1,Left,158,62.658228,0.000000,62.658228,4.430380,0.025965,0.023520,0.088491,11,0.000000,0.000000,0.607323,0.949997,0.005054,-0.449779,0.607323,0.146777,0.559157,0.000000,0.949997,0.559157,11.614895,17.168867,13.472478,-290.242493,-63.773327,-385.938538,181.786606,191.767844,96.790757,118.549890,30.682376,110.642501,0.502246,0,0.022310,7017.954157,107.956353,144.494779,183.86
20260720_113519,35.092,1,Right,157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149723,17.170935,-12.400000,-130.500000,-63.773327,-385.938538,181.786606,191.767844,230.798122,0.000000,0.000000,0.000000,0.000000,0,0.022310,7017.954157,107.956353,144.494779,183.86
