run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_120917,5.010,1,Left,44,65.909091,65.909091,65.909091,0.000000,0.002051,0.031076,0.000000,1,0.000000,0.000000,0.045125,0.696902,-0.001026,-0.045125,0.000000,0.001026,0.248411,0.000000,0.696902,0.248411,73.110618,54.084854,0.089435,0,457.94
20260531_120917,5.010,1,Right,44,65.909091,86.363636,65.909091,0.000000,0.029663,0.010421,0.000000,1,0.000000,0.000000,0.366745,0.268111,0.060804,-0.285781,0.366745,0.177949,0.030508,0.000000,0.268111,0.030508,90.415506,47.669604,0.540565,0,457.94
20260531_120917,10.012,1,Left,96,84.375000,84.375000,84.375000,0.000000,0.003693,0.023665,0.000000,3,0.000000,0.000000,0.139501,0.771175,0.002894,-0.062370,0.139501,0.015322,0.426806,0.000000,0.771175,0.426806,87.639619,54.084854,0.125209,0,465.62
20260531_120917,10.012,1,Right,96,84.375000,93.750000,84.375000,0.000000,0.020572,0.032794,0.000000,3,0.000000,0.000000,0.366745,0.900000,-0.004803,-0.285781,0.366745,0.151204,0.403931,0.000000,0.900000,0.403931,158.302832,47.669604,0.291143,0,465.62
20260531_120917,15.022,1,Left,145,89.655172,89.655172,89.655172,0.000000,0.003421,0.016532,0.000000,5,0.000000,0.000000,0.140526,0.795328,0.010214,-0.062370,0.140526,0.018442,0.548132,0.000000,0.795328,0.548132,101.089903,54.084854,0.154272,0,449.79
20260531_120917,15.022,1,Right,145,89.655172,95.862069,89.655172,0.000000,0.016140,0.029041,0.000000,6,0.000000,0.000000,0.366745,0.900000,0.003983,-0.285781,0.366745,0.125061,0.521640,0.000000,0.900000,0.521640,180.934066,47.669604,0.239738,0,449.79
20260531_120917,20.035,1,Left,196,92.346939,92.346939,92.346939,0.000000,0.003579,0.012990,0.000000,7,0.000000,0.000000,0.140526,0.799665,0.014987,-0.062370,0.140526,0.021074,0.609236,0.000000,0.799665,0.609236,106.744668,54.084854,0.170431,0,251.85
20260531_120917,20.035,1,Right,196,92.346939,96.938776,92.346939,0.000000,0.014580,0.030162,0.000000,7,0.000000,0.000000,0.366745,0.900000,0.021496,-0.285781,0.366745,0.111658,0.552496,0.000000,0.900000,0.552496,186.471948,47.669604,0.207545,0,251.85
20260531_120917,25.041,1,Left,250,94.000000,94.000000,94.000000,0.000000,0.004008,0.010725,0.000000,10,0.000000,0.000000,0.140526,0.812706,0.019847,-0.062370,0.140526,0.024619,0.647822,0.000000,0.812706,0.647822,110.405032,54.084854,0.180615,0,249.96
20260531_120917,25.041,1,Right,250,94.000000,97.600000,94.000000,0.000000,0.012835,0.027547,0.000000,8,0.000000,0.000000,0.366745,0.900000,0.012060,-0.285781,0.366745,0.099031,0.583345,0.000000,0.900000,0.583345,190.437404,47.669604,0.189157,0,249.96
20260531_120917,30.053,1,Left,305,95.081967,95.081967,95.081967,0.000000,0.004264,0.009248,0.000000,12,0.000000,0.000000,0.140526,0.812706,0.020157,-0.062370,0.140526,0.024068,0.672905,0.000000,0.812706,0.672905,113.129806,54.084854,0.187600,0,236.51
20260531_120917,30.053,1,Right,305,95.081967,98.032787,95.081967,0.000000,0.012197,0.025999,0.000000,10,0.000000,0.000000,0.366745,0.900000,0.015491,-0.285781,0.366745,0.099528,0.622570,0.000000,0.900000,0.622570,194.766729,47.669604,0.184520,0,236.51
20260531_120917,35.056,1,Left,357,95.798319,95.798319,95.798319,0.000000,0.004177,0.008180,0.000000,15,0.000000,0.000000,0.140526,0.812706,0.020271,-0.062370,0.140526,0.023613,0.689054,0.000000,0.812706,0.689054,114.058508,54.084854,0.190273,0,458.14
20260531_120917,35.056,1,Right,356,95.786517,98.314607,95.786517,0.000000,0.011779,0.026967,0.000000,11,0.000000,0.000000,0.366745,0.900000,0.023012,-0.285781,0.366745,0.095384,0.624390,0.000000,0.900000,0.624390,197.085936,47.669604,0.177050,0,458.14
20260531_120917,40.059,1,Left,405,96.296296,96.296296,96.296296,0.000000,0.004209,0.007451,0.000000,17,0.000000,0.000000,0.140526,0.812706,0.020396,-0.062370,0.140526,0.023342,0.699928,0.000000,0.812706,0.699928,114.089508,54.084854,0.190957,0,213.84
20260531_120917,40.059,1,Right,404,96.287129,98.514851,96.287129,0.000000,0.011208,0.027251,0.000000,13,0.000000,0.000000,0.366745,0.900000,0.021238,-0.285781,0.366745,0.092614,0.639828,0.000000,0.900000,0.639828,198.316163,47.669604,0.172297,0,213.84
20260531_120917,45.062,1,Left,455,96.703297,96.703297,96.703297,0.000000,0.004687,0.006866,0.000000,20,0.000000,0.000000,0.140526,0.812706,0.022840,-0.062370,0.140526,0.025462,0.708130,0.000000,0.812706,0.708130,114.445380,54.084854,0.192764,0,259.18
20260531_120917,45.062,1,Right,453,96.688742,98.675497,96.688742,0.000000,0.010371,0.030095,0.000000,14,0.000000,0.000000,0.366745,0.900000,0.021086,-0.285781,0.366745,0.084740,0.653183,0.000000,0.900000,0.653183,198.811199,47.669604,0.165475,0,259.18
20260531_120917,50.064,1,Left,500,97.000000,97.000000,97.000000,0.000000,0.005685,0.006487,0.000000,23,0.000000,0.000000,0.282396,0.812706,0.020791,-0.072485,0.282396,0.026716,0.713565,0.000000,0.812706,0.713565,114.623948,54.084854,0.194927,0,453.54
20260531_120917,50.064,1,Right,498,96.987952,98.795181,96.987952,0.000000,0.010340,0.030417,0.000000,17,0.000000,0.000000,0.366745,0.900000,0.023599,-0.285781,0.366745,0.082188,0.659487,0.000000,0.900000,0.659487,199.815112,47.669604,0.162343,0,453.54
20260531_120917,55.069,1,Left,551,97.277677,97.277677,97.277677,0.000000,0.006700,0.006231,0.000000,26,0.000000,0.000000,0.282396,0.812706,0.023358,-0.074246,0.282396,0.030493,0.720933,0.000000,0.812706,0.720933,115.662029,54.084854,0.198746,0,435.46
20260531_120917,55.069,1,Right,549,97.267760,98.907104,97.267760,0.000000,0.010204,0.030509,0.000000,19,0.000000,0.000000,0.366745,0.900000,0.024544,-0.285781,0.366745,0.083557,0.663855,0.000000,0.900000,0.663855,200.002523,47.669604,0.160459,0,435.46
20260531_120917,60.076,1,Left,600,97.500000,97.500000,97.500000,0.000000,0.006587,0.005944,0.000000,28,0.000000,0.000000,0.282396,0.812706,0.023101,-0.075970,0.282396,0.031921,0.725747,0.000000,0.812706,0.725747,116.081384,54.084854,0.200351,0,263.33
20260531_120917,60.076,1,Right,595,97.478992,98.991597,97.478992,0.000000,0.010168,0.035600,0.000000,20,0.000000,0.000000,0.366745,0.900000,0.022294,-0.285781,0.366745,0.081626,0.671849,0.000000,0.900000,0.671849,199.976361,47.669604,0.157508,0,263.33
20260531_120917,65.085,1,Left,647,97.681607,97.681607,97.681607,0.000000,0.006448,0.005717,0.000000,30,0.000000,0.000000,0.282396,0.812706,0.023279,-0.075970,0.282396,0.031459,0.730614,0.000000,0.812706,0.730614,116.953175,54.084854,0.201580,0,460.36
20260531_120917,65.085,1,Right,642,97.663551,99.065421,97.663551,0.000000,0.009957,0.034532,0.000000,24,0.000000,0.000000,0.366745,0.900000,0.021596,-0.285781,0.366745,0.081222,0.677603,0.000000,0.900000,0.677603,202.694404,47.669604,0.158826,0,460.36
20260531_120917,70.090,1,Left,697,97.847920,97.847920,97.847920,0.000000,0.006428,0.005506,0.000000,32,0.000000,0.000000,0.282396,0.812706,0.023365,-0.075970,0.282396,0.030958,0.734084,0.000000,0.812706,0.734084,117.203327,54.084854,0.201977,0,225.51
20260531_120917,70.090,1,Right,692,97.832370,99.132948,97.832370,0.000000,0.009922,0.036140,0.000000,25,0.000000,0.000000,0.366745,0.900000,0.024735,-0.285781,0.366745,0.080053,0.680423,0.000000,0.900000,0.680423,203.319247,47.669604,0.157477,0,225.51
20260531_120917,75.099,1,Left,745,97.986577,97.986577,97.986577,0.000000,0.006290,0.005313,0.000000,34,0.000000,0.000000,0.282396,0.812706,0.023279,-0.075970,0.282396,0.030383,0.737277,0.000000,0.812706,0.737277,117.624860,54.084854,0.202564,0,456.85
20260531_120917,75.099,1,Right,740,97.972973,99.189189,97.972973,0.000000,0.009852,0.036661,0.000000,27,0.000000,0.000000,0.366745,0.900000,0.023855,-0.285781,0.366745,0.079526,0.679365,0.000000,0.900000,0.679365,202.545278,47.669604,0.154873,0,456.85
20260531_120917,80.104,1,Left,793,98.108449,98.108449,98.108449,0.000000,0.006178,0.005167,0.000000,37,0.000000,0.000000,0.282396,0.812706,0.023278,-0.075970,0.282396,0.029952,0.740231,0.000000,0.812706,0.740231,118.174170,54.084854,0.203426,0,241.37
20260531_120917,80.104,1,Right,788,98.096447,99.238579,98.096447,0.000000,0.009600,0.035744,0.000000,30,0.000000,0.000000,0.366745,0.900000,0.022408,-0.285781,0.366745,0.077384,0.688958,0.000000,0.900000,0.688958,204.702415,47.669604,0.155628,0,241.37
20260531_120917,85.110,1,Left,843,98.220641,98.220641,98.220641,0.000000,0.006092,0.005032,0.000000,39,0.000000,0.000000,0.282396,0.812706,0.023287,-0.075970,0.282396,0.029565,0.742776,0.000000,0.812706,0.742776,118.342246,54.084854,0.203607,0,459.65
20260531_120917,85.110,1,Right,837,98.207885,99.283154,98.207885,0.000000,0.009685,0.035621,0.000000,31,0.000000,0.000000,0.366745,0.900000,0.025064,-0.285781,0.366745,0.077147,0.685551,0.000000,0.900000,0.685551,205.520530,47.669604,0.154805,0,459.65
20260531_120917,90.113,1,Left,891,98.316498,98.316498,98.316498,0.000000,0.006007,0.004946,0.000000,41,0.000000,0.000000,0.282396,0.812706,0.023496,-0.075970,0.282396,0.029436,0.745363,0.000000,0.812706,0.745363,118.444547,54.084854,0.203723,0,240.42
20260531_120917,90.113,1,Right,885,98.305085,99.322034,98.305085,0.000000,0.009543,0.034656,0.000000,32,0.000000,0.000000,0.366745,0.900000,0.022623,-0.285781,0.366745,0.076195,0.688793,0.000000,0.900000,0.688793,207.206554,47.669604,0.155496,0,240.42
20260531_120917,95.120,1,Left,938,98.400853,98.400853,98.400853,0.000000,0.005934,0.004830,0.000000,43,0.000000,0.000000,0.282396,0.812706,0.023299,-0.075970,0.282396,0.028941,0.747140,0.000000,0.812706,0.747140,118.462192,54.084854,0.203656,0,464.95
20260531_120917,95.120,1,Right,932,98.390558,99.356223,98.390558,0.000000,0.009617,0.033854,0.000000,34,0.000000,0.000000,0.366745,0.900000,0.022154,-0.285781,0.366745,0.077222,0.696608,0.000000,0.900000,0.696608,208.457787,47.669604,0.156952,0,464.95
20260531_120917,100.125,1,Left,986,98.478702,98.478702,98.478702,0.000000,0.005845,0.004706,0.000000,45,0.000000,0.000000,0.282396,0.812706,0.023267,-0.075970,0.282396,0.028635,0.748522,0.000000,0.812706,0.748522,118.364090,54.084854,0.203423,0,259.68
20260531_120917,100.125,1,Right,980,98.469388,99.387755,98.469388,0.000000,0.009693,0.033940,0.000000,35,0.000000,0.000000,0.366745,0.900000,0.025182,-0.285781,0.366745,0.077899,0.695773,0.000000,0.900000,0.695773,208.617840,47.669604,0.156587,0,259.68
20260531_120917,105.127,1,Left,1036,98.552124,98.552124,98.552124,0.000000,0.005877,0.004592,0.000000,47,0.000000,0.000000,0.282396,0.812706,0.023864,-0.075970,0.282396,0.028973,0.750387,0.000000,0.812706,0.750387,118.253455,54.084854,0.203387,0,229.22
