run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,speed_mps,leader_speed_mps,x_m,z_m,leader_x_m,leader_z_m,formation_size_mean_side_m,formation_size_mean_leader_to_followers_m,pos_error_m,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,formation_iou,formation_area_err,centroid_offset_m,per_boat_rms_m,fps
20260625_213120,5.004,1,Left,51,100.000000,0.000000,100.000000,0.000000,0.005369,0.013597,0.008246,4,0.000000,0.000000,0.084753,0.871649,0.011707,-0.069152,0.084753,0.049896,0.752257,0.296318,0.871649,0.752257,14.327739,13.535979,19.395824,-201.096191,-0.076248,-226.648972,32.366774,31.783667,3.012529,149.847709,112.753177,56.841757,0.181590,0,0.852220,62.916064,1.026633,1.929865,357.75
20260625_213120,5.004,1,Right,50,100.000000,0.000000,100.000000,0.000000,0.009352,0.035520,0.017482,6,0.000000,0.000000,0.120160,0.892779,-0.007987,-0.120160,0.085237,0.055300,0.670412,0.247259,0.892779,0.670412,13.824336,13.597793,-14.034672,-198.476395,-0.076248,-226.648972,32.366774,31.783667,1.448382,137.411267,78.736150,56.256583,0.187923,0,0.852220,62.916064,1.026633,1.929865,357.75
20260625_213120,10.015,1,Left,107,100.000000,0.000000,100.000000,0.000000,0.003272,0.008623,0.004671,6,0.000000,0.000000,0.084753,0.871649,0.015066,-0.069152,0.084753,0.033268,0.777678,0.296318,0.871649,0.777678,16.916524,15.495474,4.824571,-296.438568,-16.814531,-315.204132,27.651352,27.002963,1.515511,145.012153,112.753177,52.006200,0.164375,0,0.723480,61.883274,2.114507,2.951276,268.97
20260625_213120,10.015,1,Right,104,100.000000,0.000000,100.000000,0.000000,0.005633,0.020937,0.010294,7,0.000000,0.000000,0.120160,0.899793,0.018362,-0.120160,0.101729,0.048789,0.737319,0.247259,0.899793,0.737319,16.389691,15.509715,-23.559971,-290.754211,-16.814531,-315.204132,27.651352,27.002963,4.881937,135.949838,78.736150,54.678055,0.189714,0,0.723480,61.883274,2.114507,2.951276,268.97
20260625_213120,15.027,1,Left,163,100.000000,0.000000,100.000000,0.000000,0.002340,0.006868,0.003331,8,0.000000,0.000000,0.084753,0.871649,0.019585,-0.069152,0.084753,0.031534,0.784463,0.296318,0.871649,0.784463,17.650198,16.108567,-30.235979,-385.108215,-55.023037,-396.827026,24.959243,25.224833,2.877242,140.270654,112.753177,47.264702,0.154078,0,0.613839,124.520982,3.146488,4.581785,227.77
20260625_213120,15.027,1,Right,160,100.000000,0.000000,100.000000,0.000000,0.004247,0.015618,0.007834,9,0.000000,0.000000,0.120160,0.899793,0.024171,-0.120160,0.101729,0.043948,0.734062,0.247259,0.899793,0.734062,16.802015,16.129319,-51.990063,-373.995605,-55.023037,-396.827026,24.959243,25.224833,7.395927,124.709107,78.736150,43.399375,0.164401,0,0.613839,124.520982,3.146488,4.581785,227.77
20260625_213120,20.033,1,Left,218,100.000000,0.000000,100.000000,0.000000,0.002109,0.005966,0.002808,10,0.000000,0.000000,0.084753,0.871649,0.021478,-0.069152,0.084753,0.030412,0.784681,0.296318,0.871649,0.784681,17.957711,16.404123,-85.179176,-461.070007,-111.782097,-465.905670,26.449410,25.504237,3.378028,136.761286,112.753177,43.755334,0.146658,0,0.605974,90.996981,3.191941,4.128802,343.74
20260625_213120,20.033,1,Right,215,100.000000,0.000000,100.000000,0.000000,0.003460,0.014679,0.006471,10,0.000000,0.000000,0.120160,0.899793,0.020429,-0.120160,0.101729,0.035147,0.735265,0.247259,0.899793,0.735265,17.022605,16.423690,-106.591248,-442.504852,-111.782097,-465.905670,26.449410,25.504237,6.303169,118.746047,78.736150,37.418286,0.145754,0,0.605974,90.996981,3.191941,4.128802,343.74
20260625_213120,25.045,1,Left,277,100.000000,0.000000,100.000000,0.000000,0.001954,0.005631,0.002488,12,0.000000,0.000000,0.084753,0.871649,0.021661,-0.069152,0.084753,0.028692,0.783690,0.296318,0.871649,0.783690,18.127148,16.590684,-158.550842,-520.366272,-184.756317,-519.391846,26.133751,25.622040,3.826968,133.925373,112.753177,40.919420,0.139965,0,0.663280,94.964013,2.829773,3.701036,258.29
20260625_213120,25.045,1,Right,274,100.000000,0.000000,100.000000,0.000000,0.003418,0.014182,0.006065,11,0.000000,0.000000,0.120160,0.899793,0.025631,-0.120160,0.101729,0.037609,0.732252,0.247259,0.899793,0.732252,17.052800,16.608081,-172.942505,-497.336029,-185.071182,-519.566284,26.133751,25.622040,5.142695,117.196035,78.736150,35.856980,0.145182,0,0.663280,94.964013,2.829773,3.701036,258.29
20260625_213120,30.048,1,Left,337,100.000000,0.000000,100.000000,0.000000,0.001872,0.005432,0.002366,15,0.000000,0.000000,0.084753,0.871649,0.022279,-0.069152,0.084753,0.028058,0.784142,0.296318,0.871649,0.784142,18.249961,16.713413,-243.138535,-560.090332,-267.716858,-552.720459,25.774019,26.511590,4.405644,132.396320,112.753177,39.390368,0.136496,0,0.694320,104.128739,1.875652,3.606931,273.40
20260625_213120,30.048,1,Right,332,100.000000,0.000000,100.000000,0.000000,0.003290,0.014002,0.005654,13,0.000000,0.000000,0.120160,0.899793,0.025067,-0.120160,0.101729,0.038548,0.723761,0.247259,0.899793,0.723761,16.994102,16.725466,-246.079041,-535.970032,-267.716858,-552.720459,25.774019,26.511590,4.429464,114.852938,78.736150,33.506694,0.141052,0,0.694320,104.128739,1.875652,3.606931,273.40
20260625_213120,35.050,1,Left,395,100.000000,0.000000,100.000000,0.000000,0.001710,0.005347,0.002249,18,0.000000,0.000000,0.084753,0.871649,0.022984,-0.069152,0.084753,0.027914,0.782612,0.296318,0.871649,0.782612,18.290590,16.796610,-333.271973,-577.922852,-356.332123,-564.577881,26.819108,25.903838,3.374120,131.085724,112.753177,38.079772,0.133433,0,0.635187,80.956665,2.963755,3.835374,267.80
20260625_213120,35.050,1,Right,389,100.000000,0.000000,100.000000,0.000000,0.003372,0.012980,0.005628,14,0.000000,0.000000,0.120160,0.899793,0.021822,-0.120160,0.101729,0.038404,0.731602,0.247259,0.899793,0.731602,17.208801,16.806724,-336.239532,-549.427307,-356.332123,-564.577881,26.819108,25.903838,5.722377,115.332615,78.736150,33.981395,0.143132,0,0.635187,80.956665,2.963755,3.835374,267.80
20260625_213120,40.059,1,Left,456,100.000000,0.000000,100.000000,0.000000,0.001568,0.005096,0.002114,21,0.000000,0.000000,0.084753,0.871649,0.023441,-0.069152,0.084753,0.027712,0.782997,0.296318,0.871649,0.782997,18.368044,16.861275,-427.567200,-572.700195,-445.835663,-554.060364,24.906500,24.823418,3.992542,130.140439,112.753177,37.134487,0.131197,0,0.642824,122.512026,3.141687,4.395532,260.68
20260625_213120,40.059,1,Right,449,100.000000,0.000000,100.000000,0.000000,0.003360,0.012255,0.005437,15,0.000000,0.000000,0.120160,0.899793,0.026681,-0.120160,0.101729,0.041207,0.732549,0.247259,0.899793,0.732549,17.267150,16.869969,-423.072540,-548.033691,-445.835663,-554.060364,24.906500,24.823418,6.482415,113.489755,78.736150,32.134661,0.140892,0,0.642824,122.512026,3.141687,4.395532,260.68
