run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,speed_mps,leader_speed_mps,x_m,z_m,leader_x_m,leader_z_m,formation_size_mean_side_m,formation_size_mean_leader_to_followers_m,pos_error_m,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,formation_iou,formation_area_err,centroid_offset_m,per_boat_rms_m,fps
20260810_233906,5.006,1,Left,52,100.000000,0.000000,100.000000,0.000000,0.010541,0.039935,0.026892,10,0.000000,0.000000,0.095721,0.922233,-0.001342,-0.073335,0.095721,0.043620,0.654452,0.240010,0.922233,0.654452,12.473018,13.326977,15.397647,-190.492859,0.180130,-223.447540,33.444301,35.538207,7.757140,169.979071,74.032732,82.770613,0.196775,0,0.546661,83.426862,4.311047,5.387222,272.53
20260810_233906,5.006,1,Right,50,100.000000,0.000000,100.000000,14.000000,0.009749,0.055195,0.017853,7,0.000000,0.000000,0.131655,0.940328,-0.005146,-0.131495,0.131655,0.058375,0.601466,0.117657,0.940328,0.601466,12.527457,13.430000,-13.837137,-191.619614,0.180130,-223.447540,33.444301,35.538207,5.185873,163.869783,61.228470,88.440680,0.219925,0,0.546661,83.426862,4.311047,5.387222,272.53
20260810_233906,10.008,1,Left,107,100.000000,0.000000,100.000000,4.672897,0.009342,0.039577,0.019707,20,0.000000,0.000000,0.139972,0.922233,0.019496,-0.073335,0.139972,0.048399,0.737640,0.240010,0.922233,0.737640,16.113119,15.365829,15.467721,-286.957001,-15.193931,-311.524597,36.858446,34.672696,9.662224,185.962775,74.032732,95.774297,0.227001,0,0.683909,170.404895,2.001413,5.980105,214.22
20260810_233906,10.008,1,Right,104,100.000000,0.000000,100.000000,13.461538,0.009580,0.052616,0.013453,13,0.000000,0.000000,0.154550,0.940328,0.010208,-0.131495,0.154550,0.056182,0.711227,0.117657,0.940328,0.711227,15.868070,15.436090,-25.602293,-283.328979,-15.193931,-311.524597,36.858446,34.672696,3.731805,174.213411,61.228470,95.193262,0.241789,0,0.683909,170.404895,2.001413,5.980105,214.22
20260810_233906,15.009,1,Left,162,100.000000,0.000000,100.000000,12.345679,0.007466,0.044706,0.015581,27,0.000000,0.000000,0.139972,0.922233,0.014960,-0.073335,0.139972,0.034878,0.738990,0.240010,0.922233,0.738990,16.598788,16.019635,-12.873725,-369.436096,-52.173859,-393.711426,36.757824,36.511007,16.308033,194.726783,74.032732,103.581755,0.228898,0,0.610343,109.955395,5.298375,9.637541,356.33
20260810_233906,15.009,1,Right,159,100.000000,0.000000,100.000000,14.465409,0.008133,0.048180,0.010699,16,0.000000,0.000000,0.154550,0.940328,0.023715,-0.131495,0.154550,0.053786,0.709092,0.117657,0.940328,0.709092,16.446407,16.077928,-50.043274,-366.967133,-52.173859,-393.711426,36.757824,36.511007,3.562955,164.183710,61.228470,84.013389,0.230606,0,0.610343,109.955395,5.298375,9.637541,356.33
20260810_233906,20.011,1,Left,216,100.000000,0.000000,100.000000,19.444444,0.006544,0.050791,0.012962,32,0.000000,0.000000,0.139972,0.922233,0.017078,-0.073335,0.139972,0.032016,0.729293,0.240010,0.922233,0.729293,16.666075,16.337699,-52.598499,-442.719269,-108.148209,-463.885162,48.583424,48.695371,29.826916,211.999620,74.032732,120.389360,0.240521,0,0.354967,525.753965,11.808747,17.822741,283.11
20260810_233906,20.011,1,Right,213,99.530516,0.000000,99.530516,21.126761,0.006582,0.043232,0.008994,22,0.000000,0.000000,0.154550,0.940328,0.022396,-0.131495,0.154550,0.044843,0.703170,0.117657,0.940328,0.703170,16.239315,16.385658,-98.404366,-427.212280,-108.148209,-463.885162,48.583424,48.695371,7.956469,170.701717,61.228470,89.987678,0.231156,0,0.354967,525.753965,11.808747,17.822741,283.11
20260810_233906,25.015,1,Left,276,100.000000,0.000000,100.000000,17.391304,0.009704,0.047243,0.020001,38,0.000000,0.000000,0.308265,0.940921,0.024772,-0.160918,0.308265,0.041934,0.751276,0.240010,0.940921,0.751276,17.165613,16.554188,-117.686203,-510.543243,-180.678925,-518.566528,49.506792,48.340105,33.965422,244.383751,74.032732,152.470080,0.263773,0,0.368162,468.110023,11.834869,19.704562,313.22
20260810_233906,25.015,1,Right,271,99.630996,0.000000,99.630996,21.771218,0.005584,0.043063,0.007750,24,0.000000,0.000000,0.154550,0.940328,0.022392,-0.131495,0.154550,0.040035,0.712767,0.117657,0.940328,0.712767,16.617605,16.588885,-164.988495,-489.332489,-180.678925,-518.566528,49.506792,48.340105,3.340571,170.332736,61.228470,89.268302,0.229783,0,0.368162,468.110023,11.834869,19.704562,313.22
20260810_233906,30.030,1,Left,329,99.392097,0.000000,99.392097,23.100304,0.011516,0.045633,0.024119,44,0.000000,0.000000,0.308265,0.946187,0.021506,-0.299862,0.308265,0.060398,0.744458,0.240010,0.946187,0.744458,17.086968,16.671870,-178.879593,-562.337036,-262.505676,-552.777649,62.599551,63.975629,54.591995,278.682513,74.032732,186.598486,0.295426,0,0.191810,858.903117,23.002080,32.696000,249.75
20260810_233906,30.030,1,Right,324,99.691358,0.000000,99.691358,29.012346,0.006558,0.041339,0.009589,30,0.000000,0.000000,0.165423,0.940328,0.028288,-0.131495,0.165423,0.048027,0.698883,0.117657,0.940328,0.698883,16.332255,16.702707,-227.149582,-526.957397,-262.505676,-552.777649,62.599551,63.975629,15.059859,181.379484,61.228470,100.104894,0.249426,0,0.191810,858.903117,23.002080,32.696000,249.75
20260810_233906,35.035,1,Left,383,99.477807,0.000000,99.477807,23.237598,0.012240,0.046981,0.026037,53,0.000000,0.000000,0.308265,0.948335,0.021202,-0.299862,0.308265,0.059623,0.746236,0.240010,0.948335,0.746236,17.230655,16.758169,-263.354614,-592.436707,-352.012787,-565.986633,70.189288,64.601397,63.493294,294.483269,74.032732,202.268575,0.301209,0,0.193600,1095.248131,20.977154,37.119342,331.38
20260810_233906,35.035,1,Right,377,99.734748,0.000000,99.734748,25.729443,0.006344,0.037892,0.008867,31,0.000000,0.000000,0.165423,0.940328,0.020786,-0.131495,0.165423,0.045449,0.722696,0.117657,0.940328,0.722696,16.822253,16.784422,-325.822327,-540.301697,-352.012787,-565.986633,70.189288,64.601397,10.106345,189.810290,61.228470,108.384791,0.255070,0,0.193600,1095.248131,20.977154,37.119342,331.38
