run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,fps
20260607_230012,5.001,0,Left,51,52.941176,0.000000,52.941176,0.000000,0.000000,0.004706,0.008551,0,0.000000,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.000000,0.103529,0.000000,0.240000,0.103529,63.009649,54.182922,12.688769,0.106101,0,217.80
20260607_230012,5.001,0,Right,51,52.941176,0.000000,52.941176,0.000000,0.000000,0.004706,0.005843,0,0.000000,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.000000,0.103529,0.000000,0.240000,0.103529,61.525882,56.782693,18.335229,0.136645,0,217.80
20260607_230012,10.012,0,Left,107,77.570093,0.000000,77.570093,0.000000,0.003019,0.008322,0.014671,2,0.000000,0.000000,0.127842,0.829522,0.009101,-0.090435,0.127842,0.032420,0.436001,0.000000,0.829522,0.436001,117.204176,54.182922,50.320175,0.185142,0,464.64
20260607_230012,10.012,0,Right,104,76.923077,0.000000,76.923077,0.000000,0.002875,0.008579,0.011881,2,0.000000,0.000000,0.099832,0.804196,0.002693,-0.090909,0.099832,0.024749,0.419763,0.000000,0.804196,0.419763,112.179767,56.782693,45.036768,0.176309,0,464.64
20260607_230012,15.017,0,Left,155,84.516129,0.000000,84.516129,0.000000,0.003303,0.006330,0.011691,3,0.000000,0.000000,0.127842,0.843511,0.015881,-0.090435,0.127842,0.031978,0.557751,0.000000,0.843511,0.557751,142.479339,54.182922,72.669247,0.216749,0,449.12
20260607_230012,15.017,0,Right,152,84.210526,0.000000,84.210526,0.000000,0.004088,0.006800,0.013903,5,0.000000,0.000000,0.154185,0.804196,0.022020,-0.090909,0.154185,0.040849,0.521894,0.000000,0.804196,0.521894,115.629823,56.782693,43.717531,0.178991,0,449.12
20260607_230012,20.026,0,Left,202,88.118812,0.000000,88.118812,0.000000,0.003612,0.005296,0.010080,6,0.000000,0.000000,0.127842,0.843511,0.018744,-0.090435,0.127842,0.031096,0.615085,0.000000,0.843511,0.615085,146.612833,54.182922,75.466753,0.224135,0,255.22
20260607_230012,20.026,0,Right,199,87.939698,0.000000,87.939698,0.000000,0.004779,0.005734,0.013587,6,0.000000,0.000000,0.154185,0.804196,0.011921,-0.090909,0.154185,0.038819,0.572623,0.000000,0.804196,0.572623,115.858419,56.782693,41.811302,0.172684,0,255.22
20260607_230012,25.036,0,Left,254,90.551181,0.000000,90.551181,0.000000,0.008298,0.009060,0.015734,11,0.000000,0.000000,0.482616,0.843511,0.018328,-0.206454,0.482616,0.030638,0.647110,0.000000,0.843511,0.647110,146.717890,54.182922,74.866611,0.224464,0,223.91
20260607_230012,25.036,0,Right,250,90.400000,0.000000,90.400000,0.000000,0.004884,0.005079,0.013655,7,0.000000,0.000000,0.154185,0.804196,0.017526,-0.090909,0.154185,0.042688,0.601958,0.000000,0.804196,0.601958,113.410485,56.782693,38.051360,0.165037,0,223.91
20260607_230012,30.049,0,Left,311,92.282958,0.000000,92.282958,0.000000,0.014613,0.011649,0.034066,13,0.000000,0.000000,0.734268,0.887643,0.013267,-0.433194,0.734268,0.051008,0.667985,0.000000,0.887643,0.667985,150.505953,43.448130,78.896529,0.236843,0,248.76
