run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_154307,5.005,1,Left,45,71.111111,71.111111,71.111111,0.000000,0.000000,0.034494,0.012483,2,0.000000,0.000000,0.000000,0.732027,0.000000,0.000000,0.000000,0.000000,0.211918,0.000000,0.732027,0.211918,65.539696,51.778930,0.062564,0,452.95
20260531_154307,5.005,1,Right,45,71.111111,88.888889,71.111111,0.000000,0.008142,0.041374,0.027735,6,0.000000,0.000000,0.181421,0.804908,0.006706,-0.181421,0.091852,0.041366,0.231426,0.000000,0.804908,0.231426,67.965168,45.272825,0.117848,0,452.95
20260531_154307,10.009,1,Left,97,86.597938,86.597938,86.597938,0.000000,0.000000,0.041291,0.012034,5,0.000000,0.000000,0.000000,0.880308,0.000000,0.000000,0.000000,0.000000,0.425732,0.000000,0.880308,0.425732,77.123635,51.778930,0.099534,0,447.15
20260531_154307,10.009,1,Right,96,86.458333,94.791667,86.458333,0.000000,0.021895,0.047986,0.031984,9,0.000000,0.000000,0.320674,0.897000,0.009650,-0.182609,0.320674,0.082205,0.391790,0.000000,0.897000,0.391790,75.565466,44.694391,0.138868,0,447.15
20260531_154307,15.021,1,Left,146,91.095890,91.095890,91.095890,0.000000,0.011364,0.039544,0.029675,9,0.000000,0.000000,0.572330,0.900000,0.014039,-0.255319,0.572330,0.022562,0.553372,0.000000,0.900000,0.553372,96.465394,51.778930,0.154326,0,241.84
20260531_154307,15.021,1,Right,144,90.972222,96.527778,90.972222,0.000000,0.017480,0.034769,0.024288,12,0.000000,0.000000,0.320674,0.897000,0.006528,-0.182609,0.320674,0.072139,0.529525,0.000000,0.897000,0.529525,86.195730,44.694391,0.156899,0,241.84
20260531_154307,20.032,1,Left,194,93.298969,93.298969,93.298969,0.000000,0.016998,0.039801,0.037983,11,0.000000,0.000000,0.572330,0.900000,0.018775,-0.255319,0.572330,0.031329,0.615040,0.000000,0.900000,0.615040,107.663089,51.778930,0.180753,0,463.77
20260531_154307,20.032,1,Right,192,93.229167,97.395833,93.229167,0.000000,0.019727,0.034068,0.022002,14,0.000000,0.000000,0.320674,0.897000,0.012040,-0.250622,0.320674,0.088459,0.576072,0.000000,0.897000,0.576072,90.982924,44.694391,0.174726,0,463.77
20260531_154307,25.041,1,Left,243,94.650206,94.650206,94.650206,0.000000,0.014459,0.033706,0.032037,19,0.000000,0.000000,0.572330,0.900000,0.022594,-0.255319,0.572330,0.032616,0.658810,0.000000,0.900000,0.658810,110.329625,51.778930,0.192364,0,251.80
20260531_154307,25.041,1,Right,241,94.605809,97.925311,94.605809,0.000000,0.022275,0.040897,0.030952,21,0.000000,0.000000,0.433289,0.950000,0.027811,-0.433289,0.320674,0.096967,0.598567,0.000000,0.950000,0.598567,91.764330,44.694391,0.179395,0,251.80
