time,elapsed_s,front_area,effective_area,predicted_area,pred_conf,front_stale,side_detected,side_pred_conf,edge_edge_factor,last_throttle,throttle
2026-06-07T20:15:58,1780834558.637,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:58,1780834558.954,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.053,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.128,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.215,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.302,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.388,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.475,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.549,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.636,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.724,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.811,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:15:59,1780834559.910,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.009,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.096,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.196,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.282,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.382,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.481,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.568,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.662,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.675,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.762,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.848,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:00,1780834560.948,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:01,1780834561.047,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:01,1780834561.147,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:01,1780834561.247,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:01,1780834561.346,4511.500,4511.500,4511.500,0.150,0,1,0.153,0.000,0.000,0.000
2026-06-07T20:16:01,1780834561.433,4308.625,4308.625,4308.625,0.150,0,1,0.218,0.326,0.000,0.000
2026-06-07T20:16:01,1780834561.527,4131.469,4131.469,4131.469,0.154,0,1,0.208,0.387,0.000,0.000
2026-06-07T20:16:01,1780834561.609,4186.102,4186.102,4186.102,0.150,0,1,0.196,0.468,0.000,0.000
2026-06-07T20:16:01,1780834561.691,4227.076,4227.076,4227.076,0.150,0,1,0.230,0.565,0.000,0.000
2026-06-07T20:16:01,1780834561.773,4195.307,4195.307,4195.307,0.150,0,1,0.150,0.627,0.000,0.000
2026-06-07T20:16:01,1780834561.855,4221.480,4221.480,4221.480,0.150,0,1,0.150,0.690,0.000,0.000
2026-06-07T20:16:01,1780834561.937,4103.610,4103.610,4103.610,0.150,0,1,0.150,0.747,0.000,0.000
2026-06-07T20:16:02,1780834562.018,4002.708,4002.708,4002.708,0.150,0,1,0.150,0.801,0.000,0.000
2026-06-07T20:16:02,1780834562.100,3877.031,3877.031,3877.031,0.150,0,1,0.150,0.849,0.000,0.000
2026-06-07T20:16:02,1780834562.195,3757.773,3757.773,3757.773,0.150,0,1,0.150,0.897,0.000,0.000
2026-06-07T20:16:02,1780834562.274,3562.330,3562.330,3562.330,0.167,0,1,0.172,0.969,0.000,0.000
2026-06-07T20:16:02,1780834562.369,3338.747,3338.747,3338.747,0.203,0,1,0.166,1.000,0.072,0.072
2026-06-07T20:16:02,1780834562.460,3142.061,3142.061,3142.061,0.190,0,1,0.150,1.000,0.076,0.076
2026-06-07T20:16:02,1780834562.541,3016.545,3016.545,3016.545,0.150,0,1,0.150,1.000,0.083,0.083
2026-06-07T20:16:02,1780834562.637,2944.409,2944.409,2944.409,0.150,0,1,0.150,1.000,0.070,0.070
2026-06-07T20:16:02,1780834562.717,2817.307,2817.307,2817.307,0.150,0,1,0.153,1.000,0.081,0.081
2026-06-07T20:16:02,1780834562.799,2666.480,2666.480,2666.480,0.173,0,1,0.183,1.000,0.686,0.686
2026-06-07T20:16:02,1780834562.813,2666.480,2666.480,2666.480,0.173,0,1,0.183,1.000,0.686,0.686
2026-06-07T20:16:02,1780834562.893,2553.360,2553.360,2553.360,0.150,0,1,0.196,1.000,0.698,0.698
2026-06-07T20:16:02,1780834562.987,2427.520,2427.520,2427.520,0.161,0,1,0.256,1.000,0.714,0.714
2026-06-07T20:16:03,1780834563.094,2280.640,2280.640,2280.640,0.201,0,1,0.339,1.000,0.732,0.732
2026-06-07T20:16:03,1780834563.203,2222.980,2222.980,2222.980,0.150,0,1,0.257,1.000,0.738,0.738
2026-06-07T20:16:03,1780834563.295,2177.235,2177.235,2177.235,0.150,0,1,0.401,1.000,0.744,0.744
2026-06-07T20:16:03,1780834563.403,2088.926,2088.926,2088.926,0.150,0,1,0.296,1.000,0.756,0.756
2026-06-07T20:16:03,1780834563.507,2019.945,2019.945,2019.945,0.150,0,1,0.245,1.000,0.765,0.765
2026-06-07T20:16:03,1780834563.601,1958.959,1958.959,1958.959,0.150,0,1,0.207,1.000,0.774,0.774
2026-06-07T20:16:03,1780834563.707,1925.219,1925.219,1925.219,0.150,0,1,0.150,1.000,0.778,0.778
2026-06-07T20:16:03,1780834563.814,1918.914,1918.914,1918.914,0.150,0,1,0.150,1.000,0.778,0.778
2026-06-07T20:16:03,1780834563.920,1933.186,1933.186,1933.186,0.150,0,1,0.234,1.000,0.774,0.774
2026-06-07T20:16:04,1780834564.028,1927.639,1927.639,1927.639,0.150,0,1,0.259,1.000,0.771,0.771
2026-06-07T20:16:04,1780834564.134,1852.729,1852.729,1852.729,0.150,0,1,0.239,1.000,0.775,0.775
2026-06-07T20:16:04,1780834564.228,1857.547,1857.547,1857.547,0.150,0,1,0.260,1.000,0.773,0.773
2026-06-07T20:16:04,1780834564.308,1900.160,1900.160,1900.160,0.150,0,1,0.250,1.000,0.768,0.768
2026-06-07T20:16:04,1780834564.389,1932.120,1932.120,1932.120,0.150,0,1,0.312,1.000,0.765,0.765
2026-06-07T20:16:04,1780834564.402,1932.120,1932.120,1932.120,0.150,0,1,0.312,1.000,0.765,0.765
2026-06-07T20:16:04,1780834564.484,1902.340,1902.340,1902.340,0.150,0,1,0.331,0.991,0.769,0.769
2026-06-07T20:16:04,1780834564.578,1855.755,1855.755,1855.755,0.150,0,1,0.330,0.858,0.774,0.774
2026-06-07T20:16:04,1780834564.672,1914.566,1914.566,1914.566,0.150,0,1,0.311,0.730,0.770,0.770
2026-06-07T20:16:04,1780834564.754,1903.925,1903.925,1903.925,0.150,0,1,0.326,0.597,0.772,0.772
2026-06-07T20:16:04,1780834564.768,1903.925,1903.925,1903.925,0.150,0,1,0.326,0.597,0.772,0.772
2026-06-07T20:16:04,1780834564.881,2025.833,2025.833,2025.833,0.150,0,1,0.278,0.482,0.762,0.762
2026-06-07T20:16:04,1780834564.959,2025.833,2025.833,2025.833,0.150,0,1,0.297,0.357,0.763,0.763
2026-06-07T20:16:05,1780834565.054,2009.375,2009.375,2009.375,0.150,0,1,0.264,0.246,0.766,0.766
2026-06-07T20:16:05,1780834565.147,2095.031,2095.031,2095.031,0.150,0,1,0.233,0.150,0.758,0.758
2026-06-07T20:16:05,1780834565.241,2138.273,2138.273,2138.273,0.150,0,1,0.252,0.049,0.755,0.755
2026-06-07T20:16:05,1780834565.320,2191.705,2191.705,2191.705,0.150,0,1,0.213,0.000,0.751,0.751
2026-06-07T20:16:05,1780834565.402,2217.779,2217.779,2217.779,0.150,0,1,0.176,0.000,0.750,0.750
2026-06-07T20:16:05,1780834565.497,2227.084,2227.084,2227.084,0.150,0,1,0.156,0.000,0.751,0.751
2026-06-07T20:16:05,1780834565.576,2268.813,2268.813,2268.813,0.150,0,1,0.173,0.000,0.748,0.748
2026-06-07T20:16:05,1780834565.657,2311.610,2311.610,2311.610,0.150,0,1,0.150,0.000,0.745,0.745
2026-06-07T20:16:05,1780834565.752,2328.207,2328.207,2328.207,0.150,0,1,0.150,0.000,0.744,0.744
2026-06-07T20:16:05,1780834565.832,2253.155,2253.155,2253.155,0.150,0,1,0.150,0.000,0.752,0.752
2026-06-07T20:16:05,1780834565.913,2340.867,2340.867,2340.867,0.150,0,1,0.150,0.000,0.746,0.746
2026-06-07T20:16:06,1780834566.008,2315.650,2315.650,2315.650,0.150,0,1,0.150,0.000,0.749,0.749
2026-06-07T20:16:06,1780834566.089,2351.737,2351.737,2351.737,0.150,0,1,0.150,0.000,0.746,0.746
2026-06-07T20:16:06,1780834566.182,2393.803,2393.803,2393.803,0.150,0,1,0.150,0.000,0.742,0.742
2026-06-07T20:16:06,1780834566.263,2389.852,2389.852,2389.852,0.150,0,1,0.150,0.000,0.743,0.743
2026-06-07T20:16:06,1780834566.396,2351.542,2351.542,2351.542,0.150,0,1,0.150,0.000,0.747,0.747
2026-06-07T20:16:06,1780834566.488,2351.542,2351.542,2351.542,0.150,0,1,0.150,0.000,0.747,0.747
2026-06-07T20:16:06,1780834566.569,2327.406,2327.406,2327.406,0.150,0,1,0.150,0.000,0.748,0.748
2026-06-07T20:16:06,1780834566.663,2345.555,2345.555,2345.555,0.150,0,1,0.150,0.000,0.746,0.746
2026-06-07T20:16:06,1780834566.744,2353.916,2353.916,2353.916,0.150,0,1,0.150,0.000,0.745,0.745
2026-06-07T20:16:06,1780834566.838,2369.937,2369.937,2369.937,0.150,0,1,0.150,0.000,0.743,0.743
2026-06-07T20:16:06,1780834566.918,2362.453,2362.453,2362.453,0.150,0,1,0.177,0.000,0.742,0.742
2026-06-07T20:16:06,1780834566.999,2317.840,2317.840,2317.840,0.150,0,1,0.191,0.000,0.744,0.744
2026-06-07T20:16:07,1780834567.080,2348.380,2348.380,2348.380,0.150,0,1,0.195,0.000,0.741,0.741
2026-06-07T20:16:07,1780834567.161,2311.285,2311.285,2311.285,0.150,0,1,0.205,0.029,0.742,0.742
2026-06-07T20:16:07,1780834567.242,2293.464,2293.464,2293.464,0.150,0,1,0.235,0.126,0.744,0.744
2026-06-07T20:16:07,1780834567.336,2294.098,2294.098,2294.098,0.150,0,1,0.192,0.205,0.742,0.742
2026-06-07T20:16:07,1780834567.417,2271.573,2271.573,2271.573,0.150,0,1,0.203,0.290,0.742,0.742
2026-06-07T20:16:07,1780834567.498,2269.180,2269.180,2269.180,0.150,0,1,0.197,0.372,0.740,0.740
2026-06-07T20:16:07,1780834567.591,2271.885,2271.885,2271.885,0.150,0,1,0.221,0.464,0.738,0.738
2026-06-07T20:16:07,1780834567.671,2303.914,2303.914,2303.914,0.150,0,1,0.210,0.551,0.733,0.733
2026-06-07T20:16:07,1780834567.752,2327.935,2327.935,2327.935,0.150,0,1,0.199,0.635,0.729,0.729
2026-06-07T20:16:07,1780834567.833,2345.951,2345.951,2345.951,0.150,0,1,0.220,0.728,0.728,0.728
2026-06-07T20:16:07,1780834567.913,2339.464,2339.464,2339.464,0.150,0,1,0.247,0.829,0.728,0.728
2026-06-07T20:16:08,1780834568.005,2320.098,2320.098,2320.098,0.150,0,1,0.214,0.919,0.729,0.729
2026-06-07T20:16:08,1780834568.086,2340.073,2340.073,2340.073,0.150,0,1,0.232,1.000,0.723,0.723
2026-06-07T20:16:08,1780834568.167,2330.305,2330.305,2330.305,0.150,0,1,0.206,1.000,0.721,0.721
2026-06-07T20:16:08,1780834568.248,2307.729,2307.729,2307.729,0.150,0,1,0.167,1.000,0.722,0.722
2026-06-07T20:16:08,1780834568.329,2310.797,2310.797,2310.797,0.150,0,1,0.162,1.000,0.723,0.723
2026-06-07T20:16:08,1780834568.343,2310.797,2310.797,2310.797,0.150,0,1,0.162,1.000,0.723,0.723
2026-06-07T20:16:08,1780834568.423,2307.097,2307.097,2307.097,0.150,0,1,0.150,1.000,0.724,0.724
2026-06-07T20:16:08,1780834568.503,2315.323,2315.323,2315.323,0.150,0,1,0.150,1.000,0.725,0.725
2026-06-07T20:16:08,1780834568.597,2345.492,2345.492,2345.492,0.150,0,1,0.181,1.000,0.726,0.726
2026-06-07T20:16:08,1780834568.677,2410.119,2410.119,2410.119,0.150,0,1,0.181,1.000,0.722,0.722
2026-06-07T20:16:08,1780834568.758,2427.089,2427.089,2427.089,0.150,0,1,0.264,1.000,0.721,0.721
2026-06-07T20:16:08,1780834568.851,2471.317,2471.317,2471.317,0.150,0,1,0.336,1.000,0.720,0.720
2026-06-07T20:16:08,1780834568.934,2491.488,2491.488,2491.488,0.150,0,1,0.437,1.000,0.724,0.724
2026-06-07T20:16:09,1780834569.029,2550.616,2550.616,2550.616,0.150,0,1,0.385,1.000,0.718,0.718
2026-06-07T20:16:09,1780834569.110,2536.462,2536.462,2536.462,0.150,0,1,0.339,1.000,0.720,0.720
2026-06-07T20:16:09,1780834569.204,2574.346,2574.346,2574.346,0.150,0,1,0.298,1.000,0.717,0.717
2026-06-07T20:16:09,1780834569.285,2546.760,2546.760,2546.760,0.150,0,1,0.262,1.000,0.719,0.719
2026-06-07T20:16:09,1780834569.300,2546.760,2546.760,2546.760,0.150,0,1,0.262,1.000,0.719,0.719
2026-06-07T20:16:09,1780834569.379,2576.570,2576.570,2576.570,0.150,0,1,0.231,1.000,0.717,0.717
2026-06-07T20:16:09,1780834569.474,2583.427,2583.427,2583.427,0.150,0,1,0.203,1.000,0.717,0.717
2026-06-07T20:16:09,1780834569.569,2582.571,2582.571,2582.571,0.150,0,0,0.000,0.000,0.712,0.712
2026-06-07T20:16:09,1780834569.662,2656.928,2656.928,2656.928,0.150,0,0,0.000,0.000,0.706,0.706
2026-06-07T20:16:09,1780834569.742,2674.696,2674.696,2674.696,0.150,0,0,0.000,0.000,0.705,0.705
2026-06-07T20:16:09,1780834569.757,2674.696,2674.696,2674.696,0.150,0,0,0.000,0.000,0.705,0.705
2026-06-07T20:16:09,1780834569.824,2644.022,2644.022,2644.022,0.150,0,0,0.000,0.000,0.707,0.707
2026-06-07T20:16:09,1780834569.839,2644.022,2644.022,2644.022,0.150,0,0,0.000,0.000,0.707,0.707
2026-06-07T20:16:09,1780834569.920,2676.266,2676.266,2676.266,0.150,0,0,0.000,0.000,0.705,0.705
2026-06-07T20:16:09,1780834569.999,2704.700,2704.700,2704.700,0.150,0,0,0.000,0.000,0.703,0.703
2026-06-07T20:16:10,1780834570.081,2658.525,2658.525,2658.525,0.150,0,0,0.000,0.000,0.706,0.706
2026-06-07T20:16:10,1780834570.176,2660.394,2660.394,2660.394,0.150,0,0,0.000,0.000,0.706,0.706
2026-06-07T20:16:10,1780834570.254,2611.295,2611.295,2611.295,0.150,0,0,0.000,0.000,0.710,0.710
2026-06-07T20:16:10,1780834570.347,2560.471,2560.471,2560.471,0.150,0,0,0.000,0.000,0.714,0.714
2026-06-07T20:16:10,1780834570.440,2595.354,2595.354,2595.354,0.150,0,1,0.000,1.000,0.723,0.723
2026-06-07T20:16:10,1780834570.535,2570.015,2570.015,2570.015,0.150,0,1,0.150,1.000,0.726,0.726
2026-06-07T20:16:10,1780834570.628,2554.511,2554.511,2554.511,0.150,0,1,0.150,1.000,0.727,0.727
2026-06-07T20:16:10,1780834570.707,2582.884,2582.884,2582.884,0.150,0,1,0.235,1.000,0.722,0.722
2026-06-07T20:16:10,1780834570.800,2525.163,2525.163,2525.163,0.150,0,1,0.251,1.000,0.723,0.723
2026-06-07T20:16:10,1780834570.896,2452.872,2452.872,2452.872,0.150,0,1,0.407,1.000,0.724,0.724
2026-06-07T20:16:10,1780834570.975,2420.154,2420.154,2420.154,0.150,0,1,0.325,1.000,0.722,0.722
2026-06-07T20:16:11,1780834571.069,2327.615,2327.615,2327.615,0.150,0,1,0.291,1.000,0.729,0.729
2026-06-07T20:16:11,1780834571.163,2293.962,2293.962,2293.962,0.150,0,1,0.256,1.000,0.731,0.731
2026-06-07T20:16:11,1780834571.243,2322.471,2322.471,2322.471,0.150,0,1,0.280,1.000,0.726,0.726
2026-06-07T20:16:11,1780834571.257,2322.471,2322.471,2322.471,0.150,0,1,0.280,1.000,0.726,0.726
2026-06-07T20:16:11,1780834571.337,2308.853,2308.853,2308.853,0.150,0,1,0.283,1.000,0.726,0.726
2026-06-07T20:16:11,1780834571.432,2350.390,2350.390,2350.390,0.150,0,1,0.290,1.000,0.724,0.724
2026-06-07T20:16:11,1780834571.527,2275.293,2275.293,2275.293,0.150,0,1,0.291,0.917,0.733,0.733
2026-06-07T20:16:11,1780834571.621,2252.469,2252.469,2252.469,0.150,0,1,0.283,0.802,0.736,0.736
2026-06-07T20:16:11,1780834571.715,2240.602,2240.602,2240.602,0.150,0,1,0.297,0.680,0.737,0.737
2026-06-07T20:16:11,1780834571.794,2260.952,2260.952,2260.952,0.150,0,1,0.240,0.582,0.735,0.735
2026-06-07T20:16:11,1780834571.887,2218.464,2218.464,2218.464,0.150,0,1,0.255,0.477,0.739,0.739
2026-06-07T20:16:11,1780834571.979,2298.098,2298.098,2298.098,0.150,0,1,0.215,0.390,0.732,0.732
2026-06-07T20:16:11,1780834571.992,2298.098,2298.098,2298.098,0.150,0,1,0.215,0.390,0.732,0.732
2026-06-07T20:16:12,1780834572.086,2306.573,2306.573,2306.573,0.150,0,1,0.193,0.312,0.733,0.733
2026-06-07T20:16:12,1780834572.179,2283.430,2283.430,2283.430,0.150,0,1,0.200,0.230,0.737,0.737
2026-06-07T20:16:12,1780834572.271,2266.072,2266.072,2266.072,0.150,0,1,0.155,0.168,0.740,0.740
2026-06-07T20:16:12,1780834572.364,2235.054,2235.054,2235.054,0.150,0,1,0.158,0.104,0.745,0.745
2026-06-07T20:16:12,1780834572.456,2278.291,2278.291,2278.291,0.150,0,1,0.155,0.041,0.742,0.742
2026-06-07T20:16:12,1780834572.550,2289.218,2289.218,2289.218,0.150,0,1,0.151,0.000,0.742,0.742
2026-06-07T20:16:12,1780834572.657,2290.914,2290.914,2290.914,0.150,0,1,0.150,0.000,0.743,0.743
2026-06-07T20:16:12,1780834572.748,2308.185,2308.185,2308.185,0.150,0,1,0.150,0.000,0.742,0.742
2026-06-07T20:16:12,1780834572.842,2301.139,2301.139,2301.139,0.150,0,1,0.150,0.000,0.744,0.744
2026-06-07T20:16:12,1780834572.948,2340.854,2340.854,2340.854,0.150,0,1,0.150,0.000,0.741,0.741
2026-06-07T20:16:13,1780834573.040,2370.641,2370.641,2370.641,0.150,0,1,0.150,0.000,0.740,0.740
2026-06-07T20:16:13,1780834573.135,2386.980,2386.980,2386.980,0.150,0,1,0.150,0.000,0.739,0.739
2026-06-07T20:16:13,1780834573.228,2364.235,2364.235,2364.235,0.150,0,1,0.150,0.000,0.742,0.742
2026-06-07T20:16:13,1780834573.321,2305.177,2305.177,2305.177,0.150,0,1,0.150,0.000,0.749,0.749
2026-06-07T20:16:13,1780834573.414,2333.632,2333.632,2333.632,0.150,0,1,0.150,0.000,0.747,0.747
2026-06-07T20:16:13,1780834573.510,2324.224,2324.224,2324.224,0.150,0,1,0.150,0.000,0.749,0.749
2026-06-07T20:16:13,1780834573.589,2289.168,2289.168,2289.168,0.150,0,1,0.150,0.000,0.752,0.752
2026-06-07T20:16:13,1780834573.669,2282.376,2282.376,2282.376,0.150,0,1,0.150,0.000,0.753,0.753
2026-06-07T20:16:13,1780834573.749,2296.782,2296.782,2296.782,0.150,0,1,0.150,0.000,0.752,0.752
2026-06-07T20:16:13,1780834573.830,2307.587,2307.587,2307.587,0.150,0,1,0.150,0.000,0.751,0.751
2026-06-07T20:16:13,1780834573.923,2305.940,2305.940,2305.940,0.150,0,1,0.150,0.000,0.751,0.751
2026-06-07T20:16:14,1780834574.040,2247.455,2247.455,2247.455,0.150,0,1,0.150,0.000,0.755,0.755
2026-06-07T20:16:14,1780834574.135,2231.591,2231.591,2231.591,0.150,0,1,0.150,0.000,0.756,0.756
2026-06-07T20:16:14,1780834574.215,2234.193,2234.193,2234.193,0.150,0,1,0.150,0.000,0.755,0.755
2026-06-07T20:16:14,1780834574.295,2226.645,2226.645,2226.645,0.150,0,1,0.150,0.000,0.754,0.754
2026-06-07T20:16:14,1780834574.388,2235.484,2235.484,2235.484,0.150,0,1,0.155,0.000,0.752,0.752
2026-06-07T20:16:14,1780834574.469,2237.113,2237.113,2237.113,0.150,0,1,0.167,0.000,0.752,0.752
2026-06-07T20:16:14,1780834574.551,2243.335,2243.335,2243.335,0.150,0,1,0.172,0.000,0.751,0.751
2026-06-07T20:16:14,1780834574.563,2243.335,2243.335,2243.335,0.150,0,1,0.172,0.000,0.751,0.751
2026-06-07T20:16:14,1780834574.644,2200.501,2200.501,2200.501,0.150,0,1,0.150,0.000,0.753,0.753
2026-06-07T20:16:14,1780834574.725,2210.876,2210.876,2210.876,0.150,0,1,0.160,0.054,0.751,0.751
2026-06-07T20:16:14,1780834574.818,2199.657,2199.657,2199.657,0.150,0,1,0.153,0.118,0.751,0.751
2026-06-07T20:16:14,1780834574.900,2224.993,2224.993,2224.993,0.150,0,1,0.150,0.178,0.748,0.748
2026-06-07T20:16:14,1780834574.994,2186.744,2186.744,2186.744,0.150,0,1,0.150,0.239,0.750,0.750
2026-06-07T20:16:15,1780834575.087,2270.058,2270.058,2270.058,0.150,0,1,0.150,0.298,0.742,0.742
2026-06-07T20:16:15,1780834575.168,2244.044,2244.044,2244.044,0.150,0,1,0.150,0.356,0.743,0.743
2026-06-07T20:16:15,1780834575.261,2268.033,2268.033,2268.033,0.150,0,1,0.150,0.415,0.739,0.739
2026-06-07T20:16:15,1780834575.356,2305.525,2305.525,2305.525,0.150,0,1,0.187,0.492,0.735,0.735
2026-06-07T20:16:15,1780834575.464,2294.643,2294.643,2294.643,0.150,0,1,0.156,0.555,0.735,0.735
2026-06-07T20:16:15,1780834575.556,2281.483,2281.483,2281.483,0.150,0,1,0.184,0.630,0.734,0.734
2026-06-07T20:16:15,1780834575.665,2262.112,2262.112,2262.112,0.150,0,1,0.188,0.705,0.735,0.735
2026-06-07T20:16:15,1780834575.758,2281.584,2281.584,2281.584,0.150,0,1,0.208,0.784,0.733,0.733
2026-06-07T20:16:15,1780834575.852,2296.188,2296.188,2296.188,0.150,0,1,0.224,0.874,0.732,0.732
2026-06-07T20:16:15,1780834575.960,2378.141,2378.141,2378.141,0.150,0,1,0.269,0.971,0.722,0.722
2026-06-07T20:16:16,1780834576.069,2408.856,2408.856,2408.856,0.150,0,1,0.236,1.000,0.716,0.716
2026-06-07T20:16:16,1780834576.176,2386.642,2386.642,2386.642,0.150,0,1,0.199,1.000,0.717,0.717
2026-06-07T20:16:16,1780834576.283,2435.731,2435.731,2435.731,0.150,0,1,0.178,1.000,0.713,0.713
2026-06-07T20:16:16,1780834576.376,2462.299,2462.299,2462.299,0.150,0,1,0.161,1.000,0.711,0.711
2026-06-07T20:16:16,1780834576.391,2462.299,2462.299,2462.299,0.150,0,1,0.161,1.000,0.711,0.711
2026-06-07T20:16:16,1780834576.483,2476.724,2476.724,2476.724,0.150,0,1,0.167,1.000,0.713,0.713
2026-06-07T20:16:16,1780834576.590,2529.543,2529.543,2529.543,0.150,0,1,0.245,1.000,0.713,0.713
2026-06-07T20:16:16,1780834576.697,2501.907,2501.907,2501.907,0.150,0,1,0.273,1.000,0.715,0.715
2026-06-07T20:16:16,1780834576.817,2569.430,2569.430,2569.430,0.150,0,1,0.375,1.000,0.712,0.712
2026-06-07T20:16:16,1780834576.924,2583.073,2583.073,2583.073,0.150,0,1,0.446,1.000,0.718,0.718
2026-06-07T20:16:17,1780834577.034,2603.805,2603.805,2603.805,0.150,0,1,0.392,1.000,0.714,0.714
2026-06-07T20:16:17,1780834577.142,2597.853,2597.853,2597.853,0.150,0,1,0.345,1.000,0.715,0.715
2026-06-07T20:16:17,1780834577.239,2641.390,2641.390,2641.390,0.150,0,1,0.304,1.000,0.712,0.712
2026-06-07T20:16:17,1780834577.348,2626.043,2626.043,2626.043,0.150,0,1,0.267,1.000,0.713,0.713
2026-06-07T20:16:17,1780834577.365,2626.043,2626.043,2626.043,0.150,0,1,0.267,1.000,0.713,0.713
2026-06-07T20:16:17,1780834577.468,2651.532,2651.532,2651.532,0.150,0,1,0.235,1.000,0.712,0.712
2026-06-07T20:16:17,1780834577.579,2714.649,2714.649,2714.649,0.150,0,0,0.000,0.000,0.702,0.702
2026-06-07T20:16:17,1780834577.673,2771.987,2771.987,2771.987,0.150,0,0,0.000,0.000,0.698,0.698
2026-06-07T20:16:17,1780834577.687,2771.987,2771.987,2771.987,0.150,0,0,0.000,0.000,0.698,0.698
2026-06-07T20:16:17,1780834577.781,2745.490,2745.490,2745.490,0.150,0,0,0.000,0.000,0.700,0.700
2026-06-07T20:16:17,1780834577.888,2686.118,2686.118,2686.118,0.150,0,0,0.000,0.000,0.704,0.704
2026-06-07T20:16:17,1780834577.997,2696.588,2696.588,2696.588,0.150,0,0,0.000,0.000,0.704,0.704
2026-06-07T20:16:18,1780834578.106,2735.441,2735.441,2735.441,0.150,0,0,0.000,0.000,0.701,0.701
2026-06-07T20:16:18,1780834578.214,2707.331,2707.331,2707.331,0.150,0,0,0.000,0.000,0.703,0.703
2026-06-07T20:16:18,1780834578.322,2690.498,2690.498,2690.498,0.150,0,0,0.000,0.000,0.704,0.704
2026-06-07T20:16:18,1780834578.444,2647.874,2647.874,2647.874,0.150,0,1,0.000,1.000,0.718,0.718
2026-06-07T20:16:18,1780834578.551,2612.905,2612.905,2612.905,0.150,0,1,0.194,1.000,0.722,0.722
2026-06-07T20:16:18,1780834578.646,2553.679,2553.679,2553.679,0.150,0,1,0.158,1.000,0.725,0.725
2026-06-07T20:16:18,1780834578.753,2590.259,2590.259,2590.259,0.150,0,1,0.477,1.000,0.716,0.716
2026-06-07T20:16:18,1780834578.862,2523.194,2523.194,2523.194,0.150,0,1,0.470,1.000,0.714,0.714
2026-06-07T20:16:18,1780834578.969,2472.396,2472.396,2472.396,0.150,0,1,0.409,1.000,0.718,0.718
2026-06-07T20:16:19,1780834579.077,2536.297,2536.297,2536.297,0.157,0,1,0.250,1.000,0.710,0.710
2026-06-07T20:16:19,1780834579.186,2496.223,2496.223,2496.223,0.150,0,1,0.294,1.000,0.711,0.711
2026-06-07T20:16:19,1780834579.294,2510.167,2510.167,2510.167,0.150,0,1,0.364,1.000,0.709,0.709
2026-06-07T20:16:19,1780834579.401,2407.625,2407.625,2407.625,0.153,0,1,0.381,0.941,0.719,0.719
2026-06-07T20:16:19,1780834579.495,2388.719,2388.719,2388.719,0.150,0,1,0.347,0.801,0.722,0.722
