run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,fps
20260607_160021,5.002,1,Left,41,60.975610,60.975610,60.975610,0.000000,0.007821,0.000000,0.015631,0,0.000000,0.000000,0.113388,0.000000,-0.014947,-0.113388,0.000000,0.014947,0.000000,0.000000,0.000000,0.000000,74.248216,52.137334,109.432339,0.693418,0,242.38
20260607_160021,5.002,1,Right,40,62.500000,80.000000,62.500000,0.000000,0.008617,0.000621,0.021067,0,0.000000,0.000000,0.138202,0.013648,0.017384,-0.103233,0.138202,0.027707,0.001888,0.000000,0.013648,0.001888,77.224441,52.842644,85.645017,0.552700,0,242.38
20260607_160021,10.011,1,Left,90,82.222222,82.222222,82.222222,0.000000,0.006500,0.010982,0.016663,2,0.000000,0.000000,0.122703,0.887597,-0.002651,-0.122703,0.115121,0.043436,0.362409,0.000000,0.887597,0.362409,253.723109,52.137334,150.569119,0.385149,0,249.99
20260607_160021,10.011,1,Right,89,83.146067,91.011236,83.146067,0.000000,0.009708,0.012656,0.018576,2,0.000000,0.000000,0.176727,0.950000,0.006514,-0.176727,0.140082,0.042649,0.401234,0.000000,0.950000,0.401234,242.913228,52.842644,139.176591,0.335788,0,249.99
20260607_160021,15.017,1,Left,138,88.405797,88.405797,88.405797,0.000000,0.005831,0.007669,0.013110,4,0.000000,0.000000,0.122703,0.900000,0.011501,-0.122703,0.115121,0.041557,0.546773,0.000000,0.900000,0.546773,346.905595,52.137334,212.069022,0.351261,0,294.98
20260607_160021,15.017,1,Right,137,89.051095,94.160584,89.051095,0.000000,0.006981,0.009406,0.015454,3,0.000000,0.000000,0.176727,0.950000,0.014222,-0.176727,0.140082,0.037697,0.548247,0.000000,0.950000,0.548247,273.421817,52.842644,146.419808,0.292012,0,294.98
20260607_160021,20.030,1,Left,187,91.443850,91.443850,91.443850,0.000000,0.005236,0.005660,0.010587,8,0.000000,0.000000,0.122703,0.900000,0.016838,-0.122703,0.115121,0.039018,0.639330,0.000000,0.900000,0.639330,397.110652,52.137334,248.277850,0.338088,0,319.10
20260607_160021,20.030,1,Right,186,91.935484,95.698925,91.935484,0.000000,0.006965,0.014486,0.015107,5,0.000000,0.000000,0.176727,0.950000,0.023029,-0.176727,0.140082,0.040320,0.573302,0.000000,0.950000,0.573302,259.948338,52.842644,122.668522,0.253394,0,319.10
20260607_160021,25.036,1,Left,235,93.191489,93.191489,93.191489,0.000000,0.005086,0.004504,0.009283,11,0.000000,0.000000,0.122703,0.900000,0.018166,-0.122703,0.115121,0.035816,0.692573,0.000000,0.900000,0.692573,426.383556,52.137334,269.912890,0.330950,0,449.79
20260607_160021,25.036,1,Right,234,93.589744,96.581197,93.589744,0.000000,0.005536,0.012129,0.012971,6,0.000000,0.000000,0.176727,0.950000,0.018305,-0.176727,0.140082,0.032049,0.618498,0.000000,0.950000,0.618498,261.380032,52.842644,118.491527,0.235807,0,449.79
20260607_160021,30.041,1,Left,286,94.405594,94.405594,94.405594,0.000000,0.004922,0.003700,0.008288,15,0.000000,0.000000,0.122703,0.900000,0.018795,-0.122703,0.115121,0.033298,0.729562,0.000000,0.900000,0.729562,453.614475,52.137334,292.004163,0.327952,0,453.88
20260607_160021,30.041,1,Right,285,94.736842,97.192982,94.736842,0.000000,0.005503,0.015523,0.013394,7,0.000000,0.000000,0.176727,0.950000,0.025048,-0.176727,0.171341,0.036332,0.614006,0.000000,0.950000,0.614006,252.609683,52.842644,105.946998,0.216254,0,453.88
20260607_160021,35.049,1,Left,340,95.294118,95.294118,95.294118,0.000000,0.004648,0.003113,0.007683,18,0.000000,0.000000,0.122703,0.900000,0.020282,-0.122703,0.115121,0.032481,0.756631,0.000000,0.900000,0.756631,477.945683,52.137334,312.656998,0.327070,0,453.98
20260607_160021,35.049,1,Right,337,95.548961,97.626113,95.548961,0.000000,0.005399,0.013641,0.013780,8,0.000000,0.000000,0.176727,0.950000,0.019406,-0.176727,0.171341,0.033125,0.647036,0.000000,0.950000,0.647036,264.242736,52.842644,114.962808,0.216807,0,453.98
20260607_160021,40.057,1,Left,391,95.907928,95.907928,95.907928,0.000000,0.004600,0.002707,0.007220,22,0.000000,0.000000,0.122703,0.900000,0.021055,-0.122703,0.115121,0.031663,0.775332,0.000000,0.900000,0.775332,496.577647,52.137334,328.787667,0.326842,0,189.38
20260607_160021,40.057,1,Right,387,96.124031,97.932817,96.124031,0.000000,0.005414,0.012330,0.013654,9,0.000000,0.000000,0.176727,0.950000,0.023336,-0.176727,0.171341,0.035283,0.660051,0.000000,0.950000,0.660051,258.565624,52.842644,107.459146,0.208353,0,189.38
