run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_113917,5.013,1,Left,46,69.565217,69.565217,69.565217,0.000000,0.000000,0.030939,0.000000,2,0.000000,0.000000,0.000000,0.737684,63.590459,52.808766,0.050702,0,228.17
20260531_113917,5.013,1,Right,46,69.565217,86.956522,69.565217,0.000000,0.027198,0.022497,0.000000,1,0.000000,0.000000,0.337346,0.900000,90.807573,48.968139,0.335234,0,228.17
20260531_113917,10.025,1,Left,98,85.714286,85.714286,85.714286,0.000000,0.008795,0.045299,0.000000,6,0.000000,0.000000,0.499816,0.848562,73.074117,47.176433,0.099419,0,235.25
20260531_113917,10.025,1,Right,97,85.567010,93.814433,85.567010,0.000000,0.021496,0.038826,0.000000,4,0.000000,0.000000,0.337346,0.900000,126.240150,48.968139,0.223325,0,235.25
20260531_113917,15.036,1,Left,154,90.909091,90.909091,90.909091,0.000000,0.015486,0.053324,0.000000,11,0.000000,0.000000,0.499816,0.900000,104.818634,46.814844,0.176329,0,466.60
20260531_113917,15.036,1,Right,153,90.849673,96.078431,90.849673,0.000000,0.016159,0.032099,0.000000,6,0.000000,0.000000,0.337346,0.900000,149.064091,48.968139,0.208162,0,466.60
20260531_113917,20.036,1,Left,203,93.103448,93.103448,93.103448,0.000000,0.013364,0.040453,0.000000,14,0.000000,0.000000,0.499816,0.900000,137.080871,46.814844,0.217509,0,275.90
20260531_113917,20.036,1,Right,202,93.069307,97.029703,93.069307,0.000000,0.014662,0.031991,0.000000,7,0.000000,0.000000,0.337346,0.900000,151.518772,48.968139,0.194820,0,275.90
20260531_113917,25.045,1,Left,258,94.573643,94.573643,94.573643,0.000000,0.011138,0.031829,0.000000,17,0.000000,0.000000,0.499816,0.900000,149.726467,46.814844,0.237786,0,450.13
20260531_113917,25.045,1,Right,257,94.552529,97.665370,94.552529,0.000000,0.013199,0.028510,0.000000,8,0.000000,0.000000,0.337346,0.900000,158.820471,48.968139,0.192323,0,450.13
20260531_113917,30.047,1,Left,315,95.555556,95.555556,95.555556,0.000000,0.010117,0.026421,0.000000,20,0.000000,0.000000,0.499816,0.900000,147.918885,46.814844,0.242138,0,445.30
20260531_113917,30.047,1,Right,312,95.512821,98.076923,95.512821,0.000000,0.012403,0.026687,0.000000,10,0.000000,0.000000,0.337346,0.900000,162.053099,48.968139,0.192242,0,445.30
20260531_113917,35.049,1,Left,369,96.205962,96.205962,96.205962,0.000000,0.012452,0.026250,0.000000,23,0.000000,0.000000,0.499816,0.900000,138.821561,46.814844,0.234335,0,456.45
20260531_113917,35.049,1,Right,365,96.164384,98.356164,96.164384,0.000000,0.011846,0.027789,0.000000,11,0.000000,0.000000,0.337346,0.900000,161.636968,48.968139,0.185354,0,456.45
20260531_113917,40.049,1,Left,419,96.658711,96.658711,96.658711,0.000000,0.013306,0.023705,0.000000,27,0.000000,0.000000,0.499816,0.900000,134.108757,46.814844,0.232935,0,449.50
20260531_113917,40.049,1,Right,414,96.618357,98.550725,96.618357,0.000000,0.011403,0.026384,0.000000,12,0.000000,0.000000,0.337346,0.900000,164.727321,48.968139,0.185678,0,449.50
20260531_113917,45.053,1,Left,473,97.040169,97.040169,97.040169,0.000000,0.013410,0.024394,0.000000,30,0.000000,0.000000,0.499816,0.900000,131.264697,46.814844,0.232465,0,256.56
20260531_113917,45.053,1,Right,468,97.008547,98.717949,97.008547,0.000000,0.010993,0.025639,0.000000,14,0.000000,0.000000,0.337346,0.900000,165.706708,48.968139,0.185561,0,256.56
20260531_113917,50.062,1,Left,523,97.323136,97.323136,97.323136,0.000000,0.014380,0.022384,0.000000,33,0.000000,0.000000,0.499816,0.900000,128.217798,46.814844,0.230881,0,450.42
20260531_113917,50.062,1,Right,517,97.292070,98.839458,97.292070,0.000000,0.011149,0.026581,0.000000,15,0.000000,0.000000,0.337346,0.900000,165.729138,48.968139,0.183238,0,450.42
20260531_113917,55.065,1,Left,572,97.552448,97.552448,97.552448,0.000000,0.014204,0.023266,0.000000,36,0.000000,0.000000,0.499816,0.900000,124.985663,46.814844,0.225364,0,228.80
20260531_113917,55.065,1,Right,566,97.526502,98.939929,97.526502,0.000000,0.010962,0.026229,0.000000,16,0.000000,0.000000,0.337346,0.900000,166.306649,48.968139,0.182521,0,228.80
20260531_113917,60.067,1,Left,623,97.752809,97.752809,97.752809,0.000000,0.013628,0.021548,0.000000,38,0.000000,0.000000,0.499816,0.900000,123.072503,46.814844,0.224703,0,235.42
20260531_113917,60.067,1,Right,617,97.730956,99.027553,97.730956,0.000000,0.010917,0.025256,0.000000,18,0.000000,0.000000,0.337346,0.900000,169.345828,48.968139,0.186261,0,235.42
20260531_113917,65.078,1,Left,675,97.925926,97.925926,97.925926,0.000000,0.012723,0.020129,0.000000,38,0.000000,0.000000,0.499816,0.900000,120.450671,46.814844,0.219458,0,415.90
20260531_113917,65.078,1,Right,668,97.904192,99.101796,97.904192,0.000000,0.010891,0.025952,0.000000,19,0.000000,0.000000,0.337346,0.900000,169.595876,48.968139,0.185129,0,415.90
20260531_113917,70.085,1,Left,722,98.060942,98.060942,98.060942,0.000000,0.012813,0.019013,0.000000,42,0.000000,0.000000,0.499816,0.900000,118.135929,46.814844,0.215888,0,371.44
20260531_113917,70.085,1,Right,715,98.041958,99.160839,98.041958,0.000000,0.010690,0.025637,0.000000,20,0.000000,0.000000,0.337346,0.900000,170.417371,48.968139,0.185189,0,371.44
20260531_113917,75.095,1,Left,775,98.193548,98.193548,98.193548,0.000000,0.012796,0.017903,0.000000,43,0.000000,0.000000,0.499816,0.900000,115.857200,46.814844,0.213478,0,452.07
20260531_113917,75.095,1,Right,767,98.174707,99.217731,98.174707,0.000000,0.010687,0.024990,0.000000,22,0.000000,0.000000,0.337346,0.900000,174.535753,48.968139,0.190263,0,452.07
20260531_113917,80.107,1,Left,826,98.305085,98.305085,98.305085,0.000000,0.012231,0.016995,0.000000,44,0.000000,0.000000,0.499816,0.900000,114.719627,46.814844,0.211768,0,215.40
20260531_113917,80.107,1,Right,818,98.288509,99.266504,98.288509,0.000000,0.010603,0.025584,0.000000,23,0.000000,0.000000,0.337346,0.900000,174.647035,48.968139,0.189476,0,215.40
20260531_113917,85.112,1,Left,880,98.409091,98.409091,98.409091,0.000000,0.011669,0.016091,0.000000,46,0.000000,0.000000,0.499816,0.900000,112.776692,46.814844,0.207772,0,410.48
20260531_113917,85.112,1,Right,871,98.392652,99.311137,98.392652,0.000000,0.010325,0.025020,0.000000,24,0.000000,0.000000,0.337346,0.900000,175.687794,48.968139,0.189785,0,410.48
20260531_113917,90.112,1,Left,930,98.494624,98.494624,98.494624,0.000000,0.011145,0.015322,0.000000,47,0.000000,0.000000,0.499816,0.900000,111.417375,46.814844,0.204200,0,221.17
