run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,fps
20260607_233138,5.005,1,Left,48,66.666667,0.000000,66.666667,0.000000,0.000000,0.005000,0.011201,0,0.000000,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.000000,0.140000,0.000000,0.240000,0.140000,60.043040,47.434050,31.492120,0.237403,0,245.86
20260607_233138,5.005,1,Right,46,65.217391,0.000000,65.217391,0.000000,0.000000,0.005217,0.009274,2,0.000000,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.000000,0.135652,0.000000,0.240000,0.135652,64.510260,52.875300,147.428842,0.955351,0,245.86
20260607_233138,10.010,1,Left,106,84.905660,0.000000,84.905660,0.000000,0.003360,0.008262,0.016650,2,0.000000,0.000000,0.129637,0.837668,0.010375,-0.098224,0.129637,0.040986,0.460580,0.000000,0.837668,0.460580,139.178083,47.434050,70.893744,0.234460,0,450.37
20260607_233138,10.010,1,Right,102,84.313725,0.000000,84.313725,0.000000,0.002017,0.008628,0.011383,3,0.000000,0.000000,0.102891,0.787118,0.020203,0.000000,0.102891,0.020203,0.358412,0.000000,0.787118,0.358412,188.797094,52.875300,119.833065,0.483755,0,450.37
20260607_233138,15.019,1,Left,159,89.937107,0.000000,89.937107,0.000000,0.003756,0.006127,0.013524,4,0.000000,0.000000,0.129637,0.853109,0.016568,-0.098224,0.129637,0.036975,0.588284,0.000000,0.853109,0.588284,181.063080,47.434050,104.161304,0.254889,0,243.15
20260607_233138,15.019,1,Right,155,89.677419,0.000000,89.677419,0.000000,0.002175,0.006546,0.009829,4,0.000000,0.000000,0.102891,0.802535,0.008084,-0.065639,0.102891,0.018506,0.504762,0.000000,0.802535,0.504762,270.712458,52.875300,147.232753,0.379504,0,243.15
20260607_233138,20.023,1,Left,209,92.344498,0.000000,92.344498,0.000000,0.003847,0.005033,0.011349,7,0.000000,0.000000,0.129637,0.853109,0.018444,-0.098224,0.129637,0.033969,0.645627,0.000000,0.853109,0.645627,192.599703,47.434050,111.906894,0.259227,0,446.77
20260607_233138,20.023,1,Right,204,92.156863,0.000000,92.156863,0.000000,0.002542,0.005679,0.009459,6,0.000000,0.000000,0.102891,0.802535,0.014448,-0.065639,0.102891,0.022367,0.558195,0.000000,0.802535,0.558195,277.633735,52.875300,131.098123,0.318884,0,446.77
20260607_233138,25.034,1,Left,260,93.846154,0.000000,93.846154,0.000000,0.003899,0.004436,0.010228,10,0.000000,0.000000,0.129637,0.853109,0.020324,-0.098224,0.129637,0.032804,0.678137,0.000000,0.853109,0.678137,194.608964,47.434050,111.649926,0.257973,0,448.16
20260607_233138,25.034,1,Right,255,93.725490,0.000000,93.725490,0.000000,0.002709,0.015767,0.009095,7,0.000000,0.000000,0.102891,0.802535,0.019298,-0.065639,0.102891,0.025633,0.574749,0.000000,0.802535,0.574749,282.556685,52.875300,122.064680,0.280836,0,448.16
20260607_233138,30.045,1,Left,311,94.855305,0.000000,94.855305,0.000000,0.003878,0.004014,0.009230,13,0.000000,0.000000,0.129637,0.853109,0.019812,-0.098224,0.129637,0.030245,0.697502,0.000000,0.853109,0.697502,192.841454,47.434050,108.399765,0.253627,0,269.92
20260607_233138,30.045,1,Right,306,94.771242,0.000000,94.771242,0.000000,0.002527,0.013638,0.008356,9,0.000000,0.000000,0.102891,0.802535,0.019177,-0.065639,0.102891,0.024456,0.600221,0.000000,0.802535,0.600221,284.894562,52.875300,115.354964,0.254697,0,269.92
