run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260520_113905,5.012,1,Left,48,75.000000,77.083333,75.000000,0.000000,0.016452,0.035218,0.042013,2,0.000000,0.000000,0.266635,0.820367,49.855632,40.690914,0.076890,0,267.03
20260520_113905,5.012,1,Right,47,76.595745,76.595745,76.595745,0.000000,0.002201,0.033443,0.028060,3,0.000000,0.000000,0.102008,0.685019,41.886232,32.361959,0.054658,0,267.03
20260520_113905,10.021,1,Left,100,88.000000,89.000000,88.000000,0.000000,0.012203,0.043236,0.049673,5,0.000000,0.000000,0.266635,0.900000,59.107039,40.690914,0.112310,0,466.50
20260520_113905,10.021,1,Right,99,88.888889,88.888889,88.888889,0.000000,0.013812,0.042072,0.071442,6,0.000000,0.000000,0.244110,0.848042,49.134277,32.361959,0.117568,0,466.50
20260520_113905,15.030,1,Left,151,92.052980,92.715232,92.052980,0.000000,0.011852,0.050188,0.050602,11,0.000000,0.000000,0.266635,0.900000,59.985296,40.690914,0.127819,0,444.50
20260520_113905,15.030,1,Right,150,92.666667,92.666667,92.666667,0.000000,0.018429,0.041947,0.079290,9,0.000000,0.000000,0.335003,0.897778,53.029292,32.361959,0.140612,0,444.50
20260520_113905,20.034,1,Left,200,94.000000,94.500000,94.000000,0.000000,0.017329,0.051651,0.056268,13,0.000000,0.000000,0.319248,0.948223,61.600610,40.014287,0.137334,0,463.41
20260520_113905,20.034,1,Right,199,94.472362,94.472362,94.472362,0.000000,0.023923,0.047367,0.085985,12,0.000000,0.000000,0.452029,0.900000,53.294315,32.361959,0.145981,0,463.41
20260520_113905,25.039,1,Left,252,95.238095,95.634921,95.238095,0.000000,0.021885,0.056331,0.063768,18,0.000000,0.000000,0.399792,0.948223,62.828295,40.014287,0.148831,0,421.16
20260520_113905,25.039,1,Right,251,95.617530,95.617530,95.617530,0.000000,0.025356,0.045843,0.084566,15,0.000000,0.000000,0.452029,0.900000,54.368149,32.361959,0.151839,0,421.16
20260520_113905,30.051,1,Left,305,96.065574,96.393443,96.065574,0.000000,0.020553,0.053039,0.064213,21,0.000000,0.000000,0.399792,0.948223,63.805322,40.014287,0.150008,0,221.04
20260520_113905,30.051,1,Right,304,96.381579,96.381579,96.381579,0.000000,0.024732,0.046809,0.083414,18,0.000000,0.000000,0.452029,0.900000,53.965784,32.361959,0.148682,0,221.04
20260520_113905,35.052,1,Left,358,96.648045,96.927374,96.648045,0.000000,0.020763,0.054922,0.065867,24,0.000000,0.000000,0.399792,0.948223,64.259110,40.014287,0.151231,0,420.61
20260520_113905,35.052,1,Right,357,96.918768,96.918768,96.918768,0.000000,0.026993,0.047216,0.086629,21,0.000000,0.000000,0.459838,0.900000,54.508112,32.361959,0.152843,0,420.61
20260520_113905,40.054,1,Left,407,97.051597,97.297297,97.051597,0.000000,0.022003,0.053204,0.067780,27,0.000000,0.000000,0.399792,0.948223,65.246015,40.014287,0.154928,0,432.40
20260520_113905,40.054,1,Right,406,97.290640,97.290640,97.290640,0.000000,0.026787,0.047569,0.085935,23,0.000000,0.000000,0.459838,0.900000,54.345812,32.361959,0.150605,0,432.40
20260520_113905,45.055,1,Left,461,97.396963,97.613883,97.396963,0.000000,0.025828,0.054730,0.073783,31,0.000000,0.000000,0.537581,0.948223,64.985331,36.567204,0.156260,0,376.31
20260520_113905,45.055,1,Right,460,97.608696,97.608696,97.608696,0.000000,0.027207,0.047685,0.085151,26,0.000000,0.000000,0.459838,0.900000,54.084946,32.361959,0.149039,0,376.31
20260520_113905,50.060,1,Left,512,97.656250,97.851562,97.656250,0.000000,0.025142,0.054255,0.072203,34,0.000000,0.000000,0.537581,0.948223,64.873938,36.567204,0.154612,0,260.55
20260520_113905,50.060,1,Right,510,97.843137,97.843137,97.843137,0.000000,0.026964,0.046878,0.084798,29,0.000000,0.000000,0.459838,0.900000,54.944122,32.361959,0.152528,0,260.55
20260520_113905,55.061,1,Left,561,97.860963,98.039216,97.860963,0.000000,0.024040,0.054512,0.071242,37,0.000000,0.000000,0.537581,0.948223,65.287559,36.567204,0.154632,0,255.84
20260520_113905,55.061,1,Right,559,98.032200,98.032200,98.032200,0.000000,0.029088,0.048522,0.086368,32,0.000000,0.000000,0.459838,0.900000,54.786880,32.361959,0.153069,0,255.84
20260520_113905,60.069,1,Left,611,98.036007,98.199673,98.036007,0.000000,0.024767,0.055692,0.071845,40,0.000000,0.000000,0.537581,0.948223,65.472533,36.567204,0.155318,0,417.72
20260520_113905,60.069,1,Right,609,98.193760,98.193760,98.193760,0.000000,0.030641,0.048191,0.087817,35,0.000000,0.000000,0.482963,0.945362,55.155613,32.361959,0.155761,0,417.72
20260520_113905,65.075,1,Left,658,98.176292,98.328267,98.176292,0.000000,0.024393,0.054875,0.071239,45,0.000000,0.000000,0.537581,0.948223,66.030170,36.567204,0.156133,0,413.31
20260520_113905,65.075,1,Right,656,98.323171,98.323171,98.323171,0.000000,0.031904,0.047766,0.087904,37,0.000000,0.000000,0.528064,0.945362,55.700744,32.361959,0.158286,0,413.31
20260520_113905,70.082,1,Left,706,98.300283,98.441926,98.300283,0.000000,0.024141,0.055878,0.070451,48,0.000000,0.000000,0.537581,0.948223,65.639562,36.567204,0.154382,0,248.30
20260520_113905,70.082,1,Right,704,98.437500,98.437500,98.437500,0.000000,0.031831,0.048419,0.088246,39,0.000000,0.000000,0.528064,0.945362,55.598417,32.361959,0.159462,0,248.30
20260520_113905,75.084,1,Left,755,98.410596,98.543046,98.410596,0.000000,0.023067,0.055033,0.069547,51,0.000000,0.000000,0.537581,0.948223,65.884664,36.567204,0.154075,0,458.34
20260520_113905,75.084,1,Right,753,98.539177,98.539177,98.539177,0.000000,0.032922,0.048640,0.089802,42,0.000000,0.000000,0.528064,0.945362,55.498859,32.361959,0.160146,0,458.34
20260520_113905,80.090,1,Left,803,98.505604,98.630137,98.505604,0.000000,0.023720,0.056017,0.070060,54,0.000000,0.000000,0.537581,0.948223,65.674350,36.567204,0.153309,0,243.64
20260520_113905,80.090,1,Right,800,98.625000,98.625000,98.625000,0.000000,0.033923,0.048196,0.090539,45,0.000000,0.000000,0.528064,0.945362,55.762377,32.361959,0.162108,0,243.64
20260520_113905,85.094,1,Left,849,98.586572,98.704358,98.586572,0.000000,0.023896,0.055246,0.070222,57,0.000000,0.000000,0.537581,0.948223,66.154562,36.567204,0.154876,0,453.19
20260520_113905,85.094,1,Right,846,98.699764,98.699764,98.699764,0.000000,0.033692,0.048746,0.089528,48,0.000000,0.000000,0.528064,0.945362,55.517383,32.361959,0.159703,0,453.19
