run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,fps
20260531_234304,5.004,0,Left,47,70.212766,0.000000,70.212766,0.000000,0.000000,0.002106,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.069511,0.000000,0.099000,0.069511,139.353400,139.353400,0.000000,0.030937,0,470.06
20260531_234304,5.004,0,Right,47,0.000000,87.234043,0.000000,0.000000,0.005153,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.158999,0.000000,0.242188,0.158999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,470.06
20260531_234304,10.014,0,Left,103,86.407767,0.000000,86.407767,0.000000,0.000000,0.000961,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.085544,0.000000,0.099000,0.085544,139.353400,139.353400,0.000000,0.030937,0,399.91
20260531_234304,10.014,0,Right,103,0.000000,94.174757,0.000000,0.000000,0.002351,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.204228,0.000000,0.242188,0.204228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,399.91
20260531_234304,15.019,0,Left,158,91.139241,0.000000,91.139241,0.000000,0.000000,0.000627,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.090228,0.000000,0.099000,0.090228,139.353400,139.353400,0.000000,0.030937,0,440.16
20260531_234304,15.019,0,Right,157,0.000000,96.178344,0.000000,0.000000,0.001543,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.217284,0.000000,0.242188,0.217284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,440.16
20260531_234304,20.025,0,Left,212,93.396226,0.000000,93.396226,0.000000,0.000000,0.000467,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.092462,0.000000,0.099000,0.092462,139.353400,139.353400,0.000000,0.030938,0,453.93
20260531_234304,20.025,0,Right,211,0.000000,97.156398,0.000000,0.000000,0.001148,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.223657,0.000000,0.242188,0.223657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,453.93
20260531_234304,25.027,0,Left,264,94.696970,0.000000,94.696970,0.000000,0.000000,0.000375,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.093750,0.000000,0.099000,0.093750,139.353400,139.353400,0.000000,0.030938,0,440.76
20260531_234304,25.027,0,Right,262,0.000000,97.709924,0.000000,0.000000,0.000924,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.227264,0.000000,0.242188,0.227264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,440.76
20260531_234304,30.030,0,Left,319,95.611285,0.000000,95.611285,0.000000,0.000000,0.000310,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.094655,0.000000,0.099000,0.094655,139.353400,139.353400,0.000000,0.030938,0,450.90
20260531_234304,30.030,0,Right,316,0.000000,98.101266,0.000000,0.000000,0.000766,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.229815,0.000000,0.242188,0.229815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,450.90
20260531_234304,35.040,0,Left,367,96.185286,0.000000,96.185286,0.000000,0.000000,0.000270,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.095223,0.000000,0.099000,0.095223,139.353400,139.353400,0.000000,0.030938,0,449.84
20260531_234304,35.040,0,Right,364,0.000000,98.351648,0.000000,0.000000,0.000665,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.231446,0.000000,0.242188,0.231446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,449.84
20260531_234304,40.051,0,Left,417,96.642686,0.000000,96.642686,0.000000,0.000000,0.000237,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.095676,0.000000,0.099000,0.095676,139.353400,139.353400,0.000000,0.030938,0,466.76
20260531_234304,40.051,0,Right,413,0.000000,98.547215,0.000000,0.000000,0.000586,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.232721,0.000000,0.242188,0.232721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,466.76
20260531_234304,45.054,0,Left,469,97.014925,0.000000,97.014925,0.000000,0.000000,0.000211,0.000000,0,0.000000,0.000000,0.000000,0.099000,0.000000,0.000000,0.000000,0.000000,0.096045,0.000000,0.099000,0.096045,139.353400,139.353400,0.000000,0.030938,0,459.30
20260531_234304,45.054,0,Right,465,0.000000,98.709677,0.000000,0.000000,0.000521,0.000000,0.000000,0,0.000000,0.000000,0.242188,0.000000,0.233779,0.000000,0.242188,0.233779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,459.30
