run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_165931,5.001,0,Left,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,444.69
20260531_165931,5.001,0,Right,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,444.69
20260531_165931,10.008,0,Left,49,71.428571,71.428571,71.428571,0.000000,0.006510,0.011364,0.016670,3,0.000000,0.000000,0.099557,0.167867,-0.020948,-0.099557,0.059944,0.038075,0.055159,0.000000,0.167867,0.055159,122.779587,80.115354,0.592300,0,211.27
20260531_165931,10.008,0,Right,48,72.916667,72.916667,72.916667,0.000000,0.042659,0.010405,0.101218,1,0.000000,0.000000,0.774942,0.187575,-0.041201,-0.774942,0.238867,0.145216,0.050924,0.000000,0.187575,0.050924,129.346794,53.140610,1.740152,0,211.27
20260531_165931,15.016,0,Left,89,84.269663,74.157303,84.269663,0.000000,0.006656,0.018775,0.022805,8,0.000000,0.000000,0.239932,0.847502,0.024999,-0.099557,0.239932,0.057495,0.258616,0.000000,0.847502,0.258616,270.413020,80.115354,0.365980,0,448.35
20260531_165931,15.016,0,Right,88,85.227273,85.227273,85.227273,0.000000,0.025057,0.018007,0.055429,4,0.000000,0.000000,0.774942,0.761380,0.011847,-0.774942,0.238867,0.113529,0.159197,0.000000,0.761380,0.159197,309.323933,53.140610,0.906756,0,448.35
20260531_165931,20.018,0,Left,127,88.976378,81.889764,88.976378,3.937008,0.008477,0.039272,0.028293,13,0.000000,0.000000,0.239932,0.900000,0.066457,-0.099557,0.239932,0.089230,0.429897,0.000000,0.900000,0.429897,416.608266,80.115354,0.354178,0,340.31
20260531_165931,20.018,0,Right,126,89.682540,89.682540,89.682540,0.000000,0.018498,0.014115,0.053264,12,0.000000,0.000000,0.774942,0.777169,0.066295,-0.774942,0.238867,0.137311,0.339436,0.000000,0.777169,0.339436,421.977501,53.140610,0.683185,0,340.31
20260531_165931,25.021,0,Left,162,88.888889,85.802469,88.888889,8.024691,0.011491,0.054319,0.031593,13,0.000000,0.000000,0.239932,0.900000,0.083914,-0.099557,0.239932,0.101767,0.485356,0.000000,0.900000,0.485356,475.330524,80.115354,0.353715,0,210.58
20260531_165931,25.021,0,Right,159,89.308176,91.823899,89.308176,6.289308,0.020890,0.030917,0.050405,15,0.000000,0.000000,0.774942,0.777169,0.098923,-0.774942,0.500000,0.155200,0.375866,0.000000,0.777169,0.375866,453.410419,53.140610,0.579874,0,210.58
20260531_165931,30.032,0,Left,201,91.044776,88.557214,91.044776,6.467662,0.010845,0.046437,0.035035,20,0.000000,0.000000,0.283759,0.900000,0.113344,-0.099557,0.283759,0.127733,0.563645,0.000000,0.900000,0.563645,500.764640,80.115354,0.355183,0,463.05
20260531_165931,30.032,0,Right,197,91.370558,93.401015,91.370558,5.583756,0.019647,0.030332,0.047162,21,0.000000,0.000000,0.774942,0.777169,0.106255,-0.774942,0.500000,0.151677,0.338400,0.000000,0.777169,0.338400,461.878186,53.140610,0.481699,0,463.05
20260531_165931,35.042,0,Left,224,91.964286,89.732143,91.964286,5.803571,0.010624,0.042187,0.037171,27,0.000000,0.000000,0.283759,0.900000,0.124013,-0.099557,0.283759,0.136924,0.597786,0.000000,0.900000,0.597786,507.913345,80.115354,0.352831,0,454.96
20260531_165931,35.042,0,Right,220,92.272727,94.090909,92.272727,5.000000,0.018284,0.027221,0.045928,26,0.000000,0.000000,0.774942,0.777169,0.113380,-0.774942,0.500000,0.154053,0.306618,0.000000,0.777169,0.306618,444.901067,53.140610,0.470805,0,454.96
