run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,distance_error_mean,mean_formation_error,near_miss_count,fps
20260607_202843,5.009,1,Left,57,70.175439,0.000000,70.175439,0.000000,0.001711,0.000000,0.012613,0,0.000000,0.000000,0.097517,0.000000,-0.014449,-0.097517,0.000000,0.014449,0.000000,0.000000,0.000000,0.000000,72.102874,48.413493,107.584626,0.695155,0,229.31
20260607_202843,5.009,1,Right,57,70.175439,0.000000,70.175439,0.000000,0.001761,0.000000,0.011876,0,0.000000,0.000000,0.100359,0.000000,0.016419,0.000000,0.100359,0.016419,0.000000,0.000000,0.000000,0.000000,77.813005,53.773298,80.532302,0.518628,0,229.31
20260607_202843,10.014,1,Left,116,85.344828,0.000000,85.344828,0.000000,0.002688,0.008004,0.012303,2,0.000000,0.000000,0.104651,0.826862,-0.002581,-0.097795,0.104651,0.034213,0.329829,0.000000,0.826862,0.329829,224.833347,48.413493,136.197538,0.406197,0,229.33
20260607_202843,10.014,1,Right,116,85.344828,0.000000,85.344828,0.000000,0.003225,0.007959,0.012076,4,0.000000,0.000000,0.100756,0.828899,0.006165,-0.085050,0.100756,0.031968,0.366193,0.000000,0.828899,0.366193,217.824836,53.773298,124.909006,0.341035,0,229.33
20260607_202843,15.027,1,Left,175,90.285714,0.000000,90.285714,0.000000,0.003439,0.006202,0.009927,5,0.000000,0.000000,0.104651,0.847055,0.009452,-0.097795,0.104651,0.033842,0.498319,0.000000,0.847055,0.498319,308.796521,48.413493,186.160397,0.357621,0,299.57
20260607_202843,15.027,1,Right,175,90.285714,0.000000,90.285714,0.000000,0.002670,0.006215,0.010632,4,0.000000,0.000000,0.100756,0.828899,0.010012,-0.085050,0.100756,0.027115,0.509378,0.000000,0.828899,0.509378,253.907338,53.773298,136.558982,0.294131,0,299.57
20260607_202843,20.040,1,Left,225,92.444444,0.000000,92.444444,0.000000,0.003560,0.005289,0.008641,9,0.000000,0.000000,0.104651,0.850068,0.014172,-0.097795,0.104651,0.033141,0.574020,0.000000,0.850068,0.574020,349.627755,48.413493,213.277358,0.339999,0,212.82
20260607_202843,20.040,1,Right,224,92.410714,0.000000,92.410714,0.000000,0.002872,0.008142,0.009505,7,0.000000,0.000000,0.100756,0.828899,0.017773,-0.085050,0.100756,0.031136,0.551617,0.000000,0.828899,0.551617,242.703916,53.773298,115.650968,0.255733,0,212.82
20260607_202843,25.053,1,Left,277,93.862816,0.000000,93.862816,0.000000,0.003832,0.004833,0.007871,12,0.000000,0.000000,0.104651,0.850068,0.017118,-0.097795,0.104651,0.032527,0.623743,0.000000,0.850068,0.623743,375.404656,48.413493,230.386838,0.328934,0,364.91
20260607_202843,25.053,1,Right,276,93.840580,0.000000,93.840580,0.000000,0.003220,0.009361,0.010002,9,0.000000,0.000000,0.100756,0.828899,0.019791,-0.085050,0.100756,0.030636,0.572820,0.000000,0.828899,0.572820,245.614139,53.773298,112.278555,0.239292,0,364.91
20260607_202843,30.053,1,Left,332,94.879518,0.000000,94.879518,0.000000,0.003774,0.004378,0.007311,15,0.000000,0.000000,0.104651,0.854507,0.018345,-0.097795,0.104651,0.031201,0.660324,0.000000,0.854507,0.660324,396.926337,48.413493,245.855082,0.322048,0,444.88
20260607_202843,30.053,1,Right,331,94.864048,0.000000,94.864048,0.000000,0.002685,0.008264,0.008890,10,0.000000,0.000000,0.100756,0.828899,0.016503,-0.085050,0.100756,0.025545,0.606033,0.000000,0.828899,0.606033,251.862246,53.773298,114.145978,0.231478,0,444.88
20260607_202843,35.060,1,Left,390,95.641026,0.000000,95.641026,0.000000,0.003708,0.004079,0.006894,19,0.000000,0.000000,0.104651,0.863893,0.018445,-0.097795,0.104651,0.029388,0.688663,0.000000,0.863893,0.688663,416.616628,48.413493,261.095663,0.317856,0,232.35
20260607_202843,35.060,1,Right,388,95.618557,0.000000,95.618557,0.000000,0.002878,0.013665,0.009557,11,0.000000,0.000000,0.113889,0.828899,0.020736,-0.085050,0.113889,0.028450,0.618548,0.000000,0.828899,0.618548,248.159089,53.773298,107.273400,0.219672,0,232.35
20260607_202843,40.062,1,Left,444,96.171171,0.000000,96.171171,0.000000,0.003829,0.003842,0.006562,22,0.000000,0.000000,0.104651,0.863893,0.019784,-0.097795,0.104651,0.029397,0.708730,0.000000,0.863893,0.708730,431.599217,48.413493,273.022062,0.315644,0,332.30
20260607_202843,40.062,1,Right,442,96.153846,0.000000,96.153846,0.000000,0.002711,0.012281,0.009012,12,0.000000,0.000000,0.113889,0.828899,0.019845,-0.085050,0.113889,0.026617,0.634733,0.000000,0.828899,0.634733,248.342741,53.773298,105.238654,0.212260,0,332.30
20260607_202843,45.069,1,Left,498,96.586345,0.000000,96.586345,0.000000,0.003928,0.003677,0.006334,26,0.000000,0.000000,0.104651,0.863893,0.020965,-0.097795,0.104651,0.029536,0.723924,0.000000,0.863893,0.723924,441.050444,48.413493,280.103313,0.313401,0,240.64
20260607_202843,45.069,1,Right,495,96.565657,0.000000,96.565657,0.000000,0.002888,0.011258,0.008641,15,0.000000,0.000000,0.113889,0.828899,0.021972,-0.085050,0.113889,0.028018,0.643573,0.000000,0.828899,0.643573,244.019081,53.773298,99.225068,0.203672,0,240.64
20260607_202843,50.081,1,Left,553,96.925859,0.000000,96.925859,0.000000,0.003889,0.003498,0.006143,30,0.000000,0.000000,0.104651,0.863893,0.021214,-0.097795,0.104651,0.028932,0.736137,0.000000,0.863893,0.736137,447.808313,48.413493,284.938196,0.311207,0,372.50
