run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,steer_cmd_mean,steer_cmd_min,steer_cmd_max,steer_cmd_mean_abs,throttle_cmd_mean,throttle_cmd_min,throttle_cmd_max,throttle_cmd_mean_abs,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_224544,5.009,1,Left,47,61.702128,61.702128,61.702128,0.000000,0.003949,0.010218,0.003577,3,0.000000,0.000000,0.085678,0.160000,-0.021516,-0.085678,0.000000,0.021516,0.050584,0.000000,0.160000,0.050584,85.890623,64.554914,0.611270,0,442.62
20260531_224544,5.009,1,Right,45,60.000000,86.666667,60.000000,0.000000,0.005622,0.012141,0.007417,3,0.000000,0.000000,0.101557,0.171466,0.025626,0.000000,0.101557,0.025626,0.051805,0.000000,0.171466,0.051805,96.175482,58.734544,0.244936,0,442.62
20260531_224544,10.023,1,Left,94,80.851064,80.851064,80.851064,0.000000,0.004641,0.020505,0.004714,6,0.000000,0.000000,0.128703,0.898184,0.003302,-0.085678,0.128703,0.035123,0.336489,0.000000,0.898184,0.336489,178.946241,64.554914,0.314700,0,233.94
20260531_224544,10.023,1,Right,91,80.219780,93.406593,80.219780,0.000000,0.006869,0.030823,0.009020,4,0.000000,0.000000,0.135669,0.807981,-0.005290,-0.135669,0.101557,0.038624,0.360371,0.000000,0.807981,0.360371,147.203040,58.734544,0.178506,0,233.94
20260531_224544,15.030,1,Left,142,87.323944,87.323944,87.323944,0.000000,0.004730,0.017741,0.005747,11,0.000000,0.000000,0.128703,0.900000,0.012004,-0.085678,0.128703,0.033069,0.518450,0.000000,0.900000,0.518450,225.273445,64.554914,0.256085,0,467.18
20260531_224544,15.030,1,Right,139,87.050360,95.683453,87.050360,0.000000,0.007499,0.031001,0.008014,7,0.000000,0.000000,0.135669,0.807981,0.015281,-0.135669,0.121419,0.044031,0.482152,0.000000,0.807981,0.482152,159.234399,58.734544,0.160997,0,467.18
20260531_224544,20.035,1,Left,198,90.909091,90.909091,90.909091,0.000000,0.004514,0.015342,0.006191,21,0.000000,0.000000,0.128703,0.900000,0.017307,-0.085678,0.128703,0.032414,0.616847,0.000000,0.900000,0.616847,244.816255,64.554914,0.224679,0,453.24
20260531_224544,20.035,1,Right,195,90.769231,96.923077,90.769231,0.000000,0.006003,0.029697,0.006911,9,0.000000,0.000000,0.135669,0.824590,0.022552,-0.135669,0.121419,0.043045,0.531844,0.000000,0.824590,0.531844,161.836313,58.734544,0.144393,0,453.24
20260531_224544,25.042,1,Left,248,92.741935,92.741935,92.741935,0.000000,0.004558,0.014500,0.006153,28,0.000000,0.000000,0.128703,0.900000,0.018773,-0.085678,0.128703,0.030835,0.656005,0.000000,0.900000,0.656005,251.440490,64.554914,0.205918,0,447.30
20260531_224544,25.042,1,Right,245,92.653061,97.551020,92.653061,0.000000,0.005633,0.025173,0.006441,14,0.000000,0.000000,0.135669,0.824590,0.016208,-0.135669,0.121419,0.038014,0.584733,0.000000,0.824590,0.584733,170.946360,58.734544,0.148977,0,447.30
20260531_224544,30.051,1,Left,297,93.939394,93.939394,93.939394,0.000000,0.004302,0.013847,0.006225,33,0.000000,0.000000,0.128703,0.900000,0.018839,-0.085678,0.128703,0.028910,0.683709,0.000000,0.900000,0.683709,254.941959,64.554914,0.193546,0,454.08
20260531_224544,30.051,1,Right,294,93.877551,97.959184,93.877551,0.000000,0.005720,0.026785,0.006785,15,0.000000,0.000000,0.150901,0.870108,0.023840,-0.135669,0.150901,0.042012,0.591267,0.000000,0.870108,0.591267,174.145945,58.734544,0.149118,0,454.08
20260531_224544,35.061,1,Left,352,94.886364,94.886364,94.886364,0.000000,0.004604,0.013738,0.006294,40,0.000000,0.000000,0.128703,0.900000,0.021268,-0.085678,0.128703,0.029765,0.702593,0.000000,0.900000,0.702593,257.018337,64.554914,0.183309,0,446.96
20260531_224544,35.061,1,Right,347,94.812680,98.270893,94.812680,0.000000,0.005256,0.023724,0.006360,16,0.000000,0.000000,0.150901,0.870108,0.017059,-0.135669,0.150901,0.038734,0.620885,0.000000,0.870108,0.620885,178.389880,58.734544,0.150378,0,446.96
20260531_224544,40.062,1,Left,402,95.522388,95.522388,95.522388,0.000000,0.004716,0.016336,0.006287,48,0.000000,0.000000,0.128703,0.900000,0.021920,-0.085678,0.128703,0.029361,0.713139,0.000000,0.900000,0.713139,256.174849,64.554914,0.174070,0,253.42
20260531_224544,40.062,1,Right,397,95.465995,98.488665,95.465995,0.000000,0.005212,0.024573,0.006264,23,0.000000,0.000000,0.150901,0.870108,0.021261,-0.135669,0.150901,0.040206,0.634160,0.000000,0.870108,0.634160,178.004857,58.734544,0.147628,0,253.42
20260531_224544,45.066,1,Left,455,96.043956,96.043956,96.043956,0.000000,0.004794,0.018592,0.006403,56,0.000000,0.000000,0.128703,0.900000,0.021680,-0.085678,0.128703,0.028254,0.719064,0.000000,0.900000,0.719064,255.704290,64.554914,0.166642,0,238.76
20260531_224544,45.066,1,Right,449,95.991091,98.663697,95.991091,0.000000,0.004861,0.025033,0.006109,31,0.000000,0.000000,0.150901,0.870108,0.023685,-0.135669,0.150901,0.040436,0.637897,0.000000,0.870108,0.637897,177.132972,58.734544,0.143660,0,238.76
20260531_224544,50.067,1,Left,505,96.435644,96.435644,96.435644,0.000000,0.004625,0.018318,0.006440,59,0.000000,0.000000,0.128703,0.900000,0.021815,-0.085678,0.128703,0.027738,0.729660,0.000000,0.900000,0.729660,258.796108,64.554914,0.164950,0,440.67
20260531_224544,50.067,1,Right,499,96.392786,98.797595,96.392786,0.000000,0.004745,0.023102,0.005970,32,0.000000,0.000000,0.150901,0.870108,0.020592,-0.135669,0.150901,0.037417,0.654083,0.000000,0.870108,0.654083,180.698124,58.734544,0.146846,0,440.67
20260531_224544,55.079,1,Left,551,96.733212,96.733212,96.733212,0.000000,0.004784,0.017749,0.006450,64,0.000000,0.000000,0.128703,0.900000,0.022999,-0.085678,0.128703,0.028428,0.737902,0.000000,0.900000,0.737902,260.051734,64.554914,0.162869,0,224.05
20260531_224544,55.079,1,Right,544,96.691176,98.897059,96.691176,0.000000,0.004961,0.023756,0.006187,33,0.000000,0.000000,0.161213,0.870108,0.023776,-0.135669,0.161213,0.039209,0.656386,0.000000,0.870108,0.656386,180.964802,58.734544,0.146549,0,224.05
20260531_224544,60.092,1,Left,597,96.984925,96.984925,96.984925,0.000000,0.004654,0.017163,0.006435,67,0.000000,0.000000,0.128703,0.900000,0.022669,-0.085678,0.128703,0.027680,0.743910,0.000000,0.900000,0.743910,260.723579,64.554914,0.160239,0,243.23
20260531_224544,60.092,1,Right,590,96.949153,98.983051,96.949153,0.000000,0.004804,0.023280,0.006056,34,0.000000,0.000000,0.161213,0.870108,0.020409,-0.135669,0.161213,0.037666,0.663053,0.000000,0.870108,0.663053,181.411482,58.734544,0.146122,0,243.23
20260531_224544,65.102,1,Left,643,97.200622,97.200622,97.200622,0.000000,0.004656,0.016685,0.006327,71,0.000000,0.000000,0.128703,0.900000,0.022613,-0.085678,0.128703,0.027265,0.746345,0.000000,0.900000,0.746345,260.402803,64.554914,0.157012,0,459.50
20260531_224544,65.102,1,Right,635,97.165354,99.055118,97.165354,0.000000,0.005265,0.024859,0.006276,36,0.000000,0.000000,0.171881,0.870108,0.022811,-0.135669,0.171881,0.040918,0.665325,0.000000,0.870108,0.665325,182.959083,58.734544,0.149184,0,459.50
20260531_224544,70.104,1,Left,691,97.395080,97.395080,97.395080,0.000000,0.004656,0.016181,0.006419,79,0.000000,0.000000,0.128703,0.900000,0.023599,-0.085678,0.128703,0.027928,0.752971,0.000000,0.900000,0.752971,261.803741,64.554914,0.156427,0,451.63
20260531_224544,70.104,1,Right,683,97.364568,99.121523,97.364568,0.000000,0.005378,0.025544,0.006328,39,0.000000,0.000000,0.180745,0.870108,0.023509,-0.135669,0.180745,0.042859,0.664349,0.000000,0.870108,0.664349,182.966825,58.734544,0.149514,0,451.63
